epoch,episode,batch,loss,policy_loss,kl,entropy,avg_reward,succ_rate,elapsed_s
8,2496,2340,-0.1048,-0.9186,0.3735,7.1589,0.0509,0.3349,3376.0
8,2816,2360,0.0275,-0.2068,0.1446,5.8171,-0.1347,0.3350,3399.9
8,3136,2380,-0.1430,0.8541,0.1604,6.3841,-0.7355,0.3349,3422.9
8,3456,2400,0.0236,-0.5205,0.3077,7.6099,0.2655,0.3351,3446.4
8,3776,2420,0.0151,1.9911,0.1772,6.8482,-0.5434,0.3353,3469.2
8,4096,2440,0.0592,0.1530,0.1998,6.3702,-0.1245,0.3354,3492.0
8,4416,2460,-0.0329,-0.4476,0.1653,6.4312,-0.2489,0.3354,3516.8
8,4736,2480,-0.0905,-0.3422,0.1542,5.9041,-0.2407,0.3356,3540.0
9,64,2500,0.0634,-1.6427,0.1526,9.1246,-0.2090,0.3360,3563.4
9,384,2520,0.1850,-0.2304,0.1181,6.0522,-0.8699,0.3360,3594.2
9,704,2540,-0.1071,0.6976,0.1971,8.3260,-0.5993,0.3356,3618.9
9,1024,2560,-0.0834,-1.6704,0.1473,5.2486,-0.6032,0.3357,3645.8
9,1344,2580,-0.0967,0.0623,0.1336,6.1213,-0.1216,0.3352,3681.4
9,1664,2600,-0.0140,-0.7590,0.1190,6.2162,-0.2375,0.3351,3710.3
9,1984,2620,-0.0385,-0.8074,0.2159,4.8420,-0.0192,0.3354,3733.8
9,2304,2640,0.1175,-0.1310,0.1977,6.9283,-0.5211,0.3352,3755.9
9,2624,2660,-0.1648,-1.6918,0.2764,7.0132,-0.1738,0.3353,3779.4
9,2944,2680,0.0417,-1.5638,0.1979,7.7757,-0.4885,0.3351,3802.6
9,3264,2700,-0.0903,0.4841,0.2060,7.5204,-0.4465,0.3353,3826.4
9,3584,2720,0.1069,-0.7767,0.2336,6.2712,-0.2490,0.3352,3850.8
9,3904,2740,0.0273,-0.8462,0.1783,7.0469,-0.1382,0.3352,3875.5
9,4224,2760,0.3776,0.0331,0.2092,7.0942,-0.5112,0.3350,3905.7
