timestamp,batch,avg_loss,expert_succ,matched_rate
1779287744.192161,20,3.091034,0.3844,1.0000
1779287762.4324229,40,3.017853,0.3672,1.0000
1779287778.483859,60,2.880359,0.3604,1.0000
1779287795.985549,80,2.915052,0.3555,1.0000
1779287811.726445,100,2.921770,0.3550,1.0000
1779287830.070074,120,2.804008,0.3563,1.0000
1779287847.843691,140,2.805238,0.3563,1.0000
1779287867.262311,160,2.789643,0.3570,1.0000
1779287884.668927,180,2.771912,0.3615,1.0000
1779287901.617744,200,2.799127,0.3591,1.0000
1779287919.713886,220,2.741893,0.3616,1.0000
1779287938.67835,240,2.822839,0.3617,1.0000
1779287957.549678,260,2.854216,0.3642,1.0000
1779287972.4859798,280,2.875548,0.3629,1.0000
1779287990.0943491,300,2.754197,0.3621,1.0000
1779288011.612958,320,2.772374,0.3645,1.0000
1779288027.757779,340,2.738187,0.3631,1.0000
1779288043.8591979,360,2.650920,0.3616,1.0000
1779288057.988856,380,2.788951,0.3590,1.0000
1779288078.571139,400,2.564322,0.3609,1.0000
1779288096.909306,420,2.586114,0.3615,1.0000
1779288112.3825438,440,2.631547,0.3615,1.0000
1779288128.897832,460,2.570636,0.3609,1.0000
1779288145.655206,480,2.664683,0.3600,1.0000
1779288164.555777,500,2.664115,0.3599,1.0000
1779288182.785027,520,2.712003,0.3602,1.0000
1779288200.626324,540,2.617188,0.3620,1.0000
1779288220.847276,560,2.622903,0.3631,1.0000
1779288235.446514,580,2.575007,0.3608,1.0000
1779288253.031776,600,2.746406,0.3610,1.0000
1779288269.310573,620,2.734733,0.3604,1.0000
