epoch,n_episodes,n_success,succ_rate,mean_loss,mean_policy_loss,mean_value_loss,mean_kl,mean_entropy,mean_reward,mean_advantage,mean_ratio,mean_clip_frac,elapsed_s
1,5000,1775,0.3550,-0.0662,-0.1049,0.1947,0.1025,6.8856,-0.1348,-0.0000,1.0000,0.0000,536.0
2,5000,1797,0.3594,-0.1306,-0.1681,0.1777,0.1342,6.4839,-0.1387,0.0000,1.0000,0.0000,524.3
3,5000,1793,0.3586,-0.1746,-0.2436,0.1858,0.3914,6.3008,-0.1310,-0.0000,1.0000,0.0000,561.4
4,5000,1773,0.3546,-0.0616,-0.1068,0.1846,0.2397,7.1077,-0.1431,-0.0000,1.0000,0.0000,543.1
5,5000,1816,0.3632,-0.0822,-0.1234,0.1758,0.2630,7.3062,-0.1347,-0.0000,1.0000,0.0000,519.4
6,5000,1776,0.3552,-0.0845,-0.1260,0.1802,0.1984,6.8454,-0.1355,-0.0000,1.0000,0.0000,579.4
7,5000,1746,0.3492,-0.0658,-0.1042,0.1768,0.1602,6.5918,-0.1494,-0.0000,1.0000,0.0000,544.9
8,5000,1782,0.3564,-0.2449,-0.2905,0.1813,0.2816,7.3177,-0.1343,0.0000,1.0000,0.0000,543.9
9,5000,1760,0.3520,-0.0036,-0.0384,0.1809,0.1731,7.2933,-0.1386,-0.0000,1.0000,0.0000,546.4
10,5000,1734,0.3468,-0.1772,-0.2312,0.1922,0.2343,6.5529,-0.1435,-0.0000,1.0000,0.0000,553.0
11,5000,1826,0.3652,-0.0453,-0.0963,0.1831,0.2282,6.3337,-0.1249,0.0000,1.0000,0.0000,546.5
12,5000,1818,0.3636,0.0363,-0.0227,0.1806,0.2991,6.1221,-0.1272,0.0000,1.0000,0.0000,551.2
13,5000,1776,0.3552,0.0249,-0.0255,0.1911,0.2102,6.6152,-0.1425,0.0000,1.0000,0.0000,543.6
14,5000,1768,0.3536,-0.1303,-0.1764,0.1757,0.2592,6.7636,-0.1379,0.0000,1.0000,0.0000,539.2
15,5000,1748,0.3496,-0.0700,-0.1211,0.1866,0.2708,6.9249,-0.1424,-0.0000,1.0000,0.0000,540.7
16,5000,1832,0.3664,0.0097,-0.0366,0.1830,0.2288,6.8160,-0.1315,0.0000,1.0000,0.0000,542.4
17,5000,1744,0.3488,0.0147,-0.0366,0.1908,0.2280,6.6960,-0.1489,-0.0000,1.0000,0.0000,548.7
18,5000,1780,0.3560,-0.1010,-0.1484,0.1807,0.1995,6.2894,-0.1340,-0.0000,1.0000,0.0000,545.8
19,5000,1762,0.3524,-0.1265,-0.1697,0.1795,0.2303,6.9642,-0.1464,0.0000,1.0000,0.0000,536.4
20,5000,1727,0.3454,-0.2284,-0.2642,0.1744,0.2301,7.4391,-0.1522,0.0000,1.0000,0.0000,535.5
21,5000,1755,0.3510,-0.0587,-0.1205,0.1876,0.3237,6.4446,-0.1401,0.0000,1.0000,0.0000,477.4
22,5000,1783,0.3566,-0.1255,-0.1736,0.1902,0.1929,6.6298,-0.1347,0.0000,1.0000,0.0000,380.9
23,5000,1769,0.3538,-0.0526,-0.0905,0.1798,0.1816,7.0172,-0.1372,-0.0000,1.0000,0.0000,381.6
24,5000,1761,0.3522,-0.1249,-0.1716,0.1818,0.1824,6.2368,-0.1460,-0.0000,1.0000,0.0000,386.4
25,5000,1836,0.3672,-0.1830,-0.2167,0.1744,0.1645,6.9947,-0.1312,-0.0000,1.0000,0.0000,423.6
26,5000,1777,0.3554,-0.0447,-0.0867,0.1832,0.1715,6.6713,-0.1360,-0.0000,1.0000,0.0000,399.7
27,5000,1827,0.3654,-0.1715,-0.2174,0.1758,0.2471,6.6741,-0.1325,-0.0000,1.0000,0.0000,396.2
28,5000,1775,0.3550,-0.0534,-0.0963,0.1773,0.2059,6.6307,-0.1360,-0.0000,1.0000,0.0000,399.2
29,5000,1797,0.3594,-0.1031,-0.1476,0.1831,0.1995,6.7012,-0.1391,-0.0000,1.0000,0.0000,398.4
30,5000,1844,0.3688,-0.1523,-0.2070,0.1848,0.2912,6.6796,-0.1223,-0.0000,1.0000,0.0000,405.2
31,5000,1796,0.3592,-0.0047,-0.0541,0.1846,0.2455,6.7510,-0.1316,0.0000,1.0000,0.0000,400.5
32,5000,1804,0.3608,-0.1231,-0.1746,0.1837,0.2770,6.8073,-0.1295,0.0000,1.0000,0.0000,395.1
33,5000,1797,0.3594,-0.0174,-0.0704,0.1918,0.2086,6.3841,-0.1312,0.0000,1.0000,0.0000,409.3
34,5000,1754,0.3508,-0.0461,-0.0945,0.1876,0.2145,6.6798,-0.1472,-0.0000,1.0000,0.0000,404.8
35,5000,1747,0.3494,0.0102,-0.0385,0.1825,0.2369,6.6158,-0.1421,0.0000,1.0000,0.0000,396.4
36,5000,1803,0.3606,-0.1134,-0.1587,0.1800,0.2099,6.5671,-0.1380,0.0000,1.0000,0.0000,388.6
37,5000,1788,0.3576,-0.1345,-0.1767,0.1774,0.2520,7.1703,-0.1336,-0.0000,1.0000,0.0000,386.0
38,5000,1809,0.3618,-0.0532,-0.1009,0.1839,0.2928,7.3571,-0.1292,0.0000,1.0000,0.0000,381.1
39,5000,1758,0.3516,-0.0745,-0.1172,0.1767,0.2433,7.0007,-0.1391,-0.0000,1.0000,0.0000,383.0
40,5000,1750,0.3500,-0.0289,-0.0689,0.1846,0.1502,6.7350,-0.1400,-0.0000,1.0000,0.0000,384.9
41,5000,1757,0.3514,-0.0555,-0.1011,0.1865,0.1888,6.6587,-0.1395,-0.0000,1.0000,0.0000,377.0
42,5000,1775,0.3550,-0.0620,-0.1150,0.1857,0.2236,6.2235,-0.1367,0.0000,1.0000,0.0000,395.4
43,5000,1793,0.3586,-0.0666,-0.1151,0.1676,0.3076,6.6045,-0.1321,0.0000,1.0000,0.0000,395.4
44,5000,1796,0.3592,-0.1271,-0.1760,0.1782,0.3047,7.0652,-0.1312,-0.0000,1.0000,0.0000,400.9
45,5000,1822,0.3644,-0.0864,-0.1332,0.1814,0.2481,6.8676,-0.1266,0.0000,1.0000,0.0000,401.1
46,5000,1824,0.3648,-0.0978,-0.1440,0.1816,0.2239,6.6920,-0.1339,-0.0000,1.0000,0.0000,421.8
47,5000,1819,0.3638,-0.0244,-0.0660,0.1726,0.2472,6.9399,-0.1350,-0.0000,1.0000,0.0000,407.4
48,5000,1791,0.3582,-0.1393,-0.1880,0.1859,0.2627,7.0566,-0.1325,-0.0000,1.0000,0.0000,405.0
49,5000,1790,0.3580,-0.0770,-0.1258,0.1830,0.2092,6.3600,-0.1329,0.0000,1.0000,0.0000,399.6
50,5000,1759,0.3518,-0.0973,-0.1397,0.1724,0.2065,6.4400,-0.1461,-0.0000,1.0000,0.0000,398.0
