epoch,episode,batch,loss,policy_loss,kl,entropy,avg_reward,succ_rate,elapsed_s
1,320,20,-0.0394,-0.3190,0.0576,4.9922,-0.3657,0.3312,34.5
1,640,40,0.1375,-0.7236,0.1086,5.8337,-0.6139,0.3234,62.3
1,960,60,-0.1302,0.9297,0.1140,5.3929,-0.5311,0.3187,100.9
1,1280,80,-0.3476,-0.7214,0.2313,5.4641,-0.1097,0.3289,138.3
1,1600,100,0.2137,0.7501,0.1239,4.7337,-0.5081,0.3356,170.0
1,1920,120,0.0243,0.8122,0.1316,4.9219,0.3241,0.3401,216.0
1,2240,140,-0.1061,-0.8897,0.1271,6.8303,-0.1493,0.3375,244.9
1,2560,160,-0.0657,1.2547,0.1355,5.4748,-0.6343,0.3391,277.9
1,2880,180,-0.0632,-0.4635,0.0716,6.7049,-0.3769,0.3347,308.5
1,3200,200,-0.0394,-0.0291,0.0734,6.2758,-0.3783,0.3356,334.6
1,3520,220,0.0297,-0.2264,0.0434,5.0848,-0.4964,0.3361,359.1
1,3840,240,0.5236,0.0322,0.0166,6.4547,-0.3628,0.3367,383.5
1,4160,260,0.2808,-0.7459,0.0216,6.4920,-0.3749,0.3368,407.5
1,4480,280,0.0353,0.8033,0.0425,5.5898,-0.2534,0.3393,430.9
1,4800,300,0.1570,-0.6533,0.0297,5.5359,-0.1242,0.3396,453.3
2,128,320,0.0319,0.1171,0.0263,7.1405,-0.6035,0.3422,476.6
2,448,340,0.1070,-0.8649,0.0961,6.7723,-0.1105,0.3425,499.0
2,768,360,-0.1992,-0.3629,0.1464,5.7446,-0.3737,0.3405,521.5
2,1088,380,-0.0729,-0.2705,0.0912,5.6022,-0.7541,0.3380,543.5
2,1408,400,0.1876,1.1126,0.2080,7.4479,-0.2513,0.3372,566.0
2,1728,420,-0.1932,0.4227,0.1311,6.1316,-0.2326,0.3364,589.0
2,2048,440,-0.0049,-1.8284,0.1853,6.8243,-0.1264,0.3375,611.3
2,2368,460,0.1594,0.7307,0.1201,6.2562,-0.2518,0.3369,632.5
2,2688,480,0.1080,-0.8819,0.2719,6.6972,-0.5998,0.3361,663.5
2,3008,500,-0.3550,0.0420,0.3969,6.5938,-0.2497,0.3338,689.2
2,3328,520,0.3021,0.4636,0.0891,4.3453,-0.0825,0.3360,718.9
2,3648,540,-0.1585,0.7678,0.1570,4.9573,-0.5016,0.3365,746.9
2,3968,560,0.1775,1.1088,0.1053,7.2070,-0.6160,0.3378,781.6
2,4288,580,-0.0401,1.1834,0.1489,6.0603,-0.3475,0.3382,808.9
2,4608,600,0.3460,0.0312,0.0727,6.1055,0.2652,0.3391,843.0
2,4928,620,-0.3439,-1.0936,0.2070,6.0271,0.0095,0.3406,884.2
3,256,640,-0.0062,-1.8827,0.1396,7.2421,-0.2062,0.3402,919.9
3,576,660,-0.0273,0.3660,0.0719,5.3151,-0.1064,0.3400,954.1
3,896,680,0.1172,-1.5947,0.1904,7.0189,-0.0888,0.3397,982.7
3,1216,700,0.0694,-0.0764,0.5418,7.7807,-0.5017,0.3389,1009.6
3,1536,720,0.0505,0.2312,0.6299,8.6863,-0.3856,0.3385,1036.6
3,1856,740,-0.3036,-1.8161,0.3830,8.2609,-0.3701,0.3370,1064.0
3,2176,760,0.0417,-1.7788,0.1223,4.9288,-0.1079,0.3371,1088.6
3,2496,780,0.0276,-0.0127,0.2025,5.8754,0.1837,0.3376,1117.9
3,2816,800,0.0182,-0.5559,0.1403,5.1651,-0.2191,0.3371,1144.7
3,3136,820,-0.0468,0.7099,0.3617,8.5326,-0.6305,0.3374,1174.8
3,3456,840,0.1087,-0.7391,0.1422,5.7314,0.2841,0.3382,1208.2
3,3776,860,0.3052,0.5941,0.1402,5.5502,-0.6393,0.3385,1238.0
3,4096,880,-0.0368,0.1737,0.1112,5.7441,-0.3889,0.3382,1280.3
3,4416,900,-0.2485,0.8979,0.1154,4.8454,-0.1733,0.3389,1317.6
3,4736,920,-0.1162,0.1845,0.1052,4.6415,-0.4772,0.3388,1347.9
4,64,940,-0.0500,0.1952,0.1048,6.5043,-0.1106,0.3403,1388.3
4,384,960,0.0206,0.4317,0.1767,5.5463,-0.3879,0.3403,1431.0
4,704,980,0.3113,1.1268,0.1478,5.6492,-0.5986,0.3399,1467.7
4,1024,1000,0.3698,-0.4316,0.2118,5.5226,-0.4737,0.3400,1531.9
