timestamp,avg_reward,total_loss,node_loss,link_loss,cand_loss,critic_loss,value_mean,entropy,adv_std
1778589557.9654999,0.435915,0.059314,0.366234,0.545769,1.776161,0.179979,0.024575,3.067575,0.104641
1778589586.137702,0.428024,0.046282,0.380963,0.555502,1.687327,0.154084,0.043987,3.076043,0.081885
1778589612.827562,0.435674,0.045731,0.344689,0.517457,1.584672,0.153154,0.061975,3.084615,0.117120
1778589643.065336,0.412972,0.026520,0.342634,0.504621,1.464925,0.114887,0.082099,3.092377,0.074134
1778589669.010154,0.419151,2.205779,0.316543,0.458911,1.406917,0.108371,0.099807,3.077840,0.080574
1778589694.933412,0.437776,2.079881,0.283455,0.419050,1.350799,0.114476,0.119240,3.066056,0.114966
1778589725.2134368,0.397188,1.759751,0.251424,0.360788,1.143147,0.069929,0.139929,3.057330,0.061693
1778589750.74805,0.432946,1.734039,0.234765,0.327641,1.157688,0.089457,0.156661,3.078278,0.115462
1778589781.964548,0.424934,1.502421,0.211929,0.305163,0.982876,0.066635,0.183020,3.086352,0.090783
1778589816.851588,0.391498,1.282957,0.186806,0.276419,0.830999,0.039111,0.201100,3.082283,0.053898
1778589850.3550148,0.423142,1.252820,0.178410,0.252027,0.828672,0.048902,0.221026,3.073958,0.090434
1778589889.057813,0.411051,1.131506,0.170792,0.249696,0.726101,0.031460,0.245107,3.081339,0.063124
1778589920.191217,0.424648,1.037127,0.150393,0.205601,0.693429,0.037012,0.262834,3.080240,0.104882
1778589952.975125,0.421794,0.848763,0.122154,0.173313,0.570616,0.026731,0.285165,3.068595,0.090507
1778589993.581928,0.410958,0.572114,0.086106,0.104515,0.403474,0.017937,0.304364,3.094972,0.081728
1778590022.9060328,0.417800,0.553596,0.081694,0.102243,0.392707,0.015512,0.324537,3.080478,0.083200
1778590055.3659892,0.415124,0.356714,0.054473,0.057899,0.270248,0.009652,0.345073,3.073216,0.069431
1778590085.6857998,0.424035,0.252210,0.036585,0.039135,0.202487,0.009355,0.365630,3.067381,0.077703
1778590119.252615,0.408823,0.072766,0.013959,0.005640,0.080841,0.006278,0.383740,3.081222,0.075754
1778590150.093269,0.419955,-0.046707,-0.004266,-0.033648,0.018180,0.007488,0.406153,3.071583,0.086099
1778590187.068306,0.418873,-0.199197,-0.027993,-0.066380,-0.077540,0.006963,0.421983,3.076474,0.084045
