timestamp,batch,avg_loss,expert_succ,matched_rate
1779276725.7974908,20,3.238038,0.3844,1.0000
1779276743.3554602,40,3.169626,0.3672,1.0000
1779276758.8964648,60,3.042755,0.3604,1.0000
1779276775.8028722,80,3.053457,0.3555,1.0000
1779276790.8922272,100,3.080742,0.3550,1.0000
1779276808.6175559,120,2.990489,0.3563,1.0000
1779276825.973815,140,2.981939,0.3563,1.0000
1779276844.787634,160,2.946437,0.3570,1.0000
1779276861.515046,180,2.940310,0.3615,1.0000
1779276877.204463,200,2.991973,0.3591,1.0000
1779276894.583243,220,2.939203,0.3616,1.0000
1779276912.9515269,240,3.019596,0.3617,1.0000
1779276931.216633,260,3.042271,0.3642,1.0000
1779276945.553612,280,3.077972,0.3629,1.0000
1779276962.524619,300,2.953790,0.3621,1.0000
1779276983.300895,320,3.002481,0.3645,1.0000
1779276998.797148,340,2.975325,0.3631,1.0000
1779277014.238689,360,2.911679,0.3616,1.0000
1779277027.792833,380,3.041575,0.3590,1.0000
1779277047.807808,400,2.835930,0.3609,1.0000
1779277065.5207748,420,2.903879,0.3615,1.0000
1779277080.434635,440,2.947603,0.3615,1.0000
1779277096.533993,460,2.870077,0.3609,1.0000
1779277113.120957,480,2.916239,0.3600,1.0000
1779277131.4480371,500,2.848742,0.3599,1.0000
1779277149.0878148,520,2.951358,0.3602,1.0000
1779277166.294392,540,2.898789,0.3620,1.0000
1779277185.653304,560,2.891575,0.3631,1.0000
1779277199.584785,580,2.880993,0.3608,1.0000
1779277216.04673,600,3.060590,0.3610,1.0000
1779277231.236556,620,3.026738,0.3604,1.0000
