timestamp,avg_reward,total_loss,node_loss,link_loss,cand_loss
1778490758.928283,1.115146,1.157858,0.172494,0.313042,0.672322
1778490767.6560462,1.117803,2.568436,0.236203,1.906129,0.426104
1778490773.8836758,1.211995,-9.628544,-1.162070,-5.295675,-3.170799
1778490782.0879738,1.108121,-5.004438,-0.585495,-2.775882,-1.643061
1778490788.776126,1.219806,-11.087122,-1.651058,-5.049874,-4.386190
1778490795.715877,0.950063,-5.661365,-1.066522,-1.809936,-2.784907
1778490804.206559,1.214450,-3.356174,-0.709894,-0.415567,-2.230714
1778490811.029808,1.030146,-7.159705,-1.082556,-3.116059,-2.961091
1778490819.768597,1.142310,-11.358862,-1.361158,-6.355344,-3.642360
1778490824.818503,0.946412,-7.668639,-1.035226,-3.920584,-2.712830
1778490830.931155,0.955445,-6.340961,-0.940564,-2.592687,-2.807711
1778490836.5831628,1.058497,-10.947388,-1.598243,-4.983232,-4.365912
1778490841.837924,0.933682,-7.366911,-1.210117,-2.870775,-3.286019
1778490850.783987,1.259743,5.554202,0.733935,2.883178,1.937090
1778490855.800065,1.138470,-6.841360,-0.690631,-4.706722,-1.444006
1778490861.958773,1.119612,-7.945190,-1.160841,-3.388312,-3.396038
1778490867.0088289,1.114125,-13.978628,-1.822592,-7.534633,-4.621403
1778490875.377769,1.111736,-1.523392,-0.158014,-1.559071,0.193692
1778490883.791532,1.271461,-4.299351,-0.649182,-1.444775,-2.205394
1778490887.990098,0.890959,-15.524553,-1.916573,-8.392782,-5.215199
1778490895.0371141,1.067808,-1.663276,-0.247657,-0.483174,-0.932445
1778490901.941708,1.109388,-11.081543,-1.532797,-5.445304,-4.103442
1778490909.709532,1.100469,-4.554771,-0.721671,-1.889053,-1.944048
1778490915.3000891,1.035935,1.184462,0.141946,0.548249,0.494267
1778490924.946153,1.256321,2.439047,0.251867,1.712195,0.474985
1778490931.261235,1.036128,-9.525160,-1.278344,-4.611365,-3.635452
1778490936.947891,1.033438,-0.350564,-0.047350,-0.096832,-0.206382
1778490945.28917,1.094948,-8.825357,-1.435673,-3.872293,-3.517391
