timestamp,batch,avg_reward,avg_cost,success_rate,mean_log_prob,grad_loss
1779265335.0044749,10,-0.0000,207.18,0.1094,3.2609,3.2609
1779265467.161006,20,-0.0000,171.99,0.3281,-0.4658,-0.4658
