timestamp,avg_reward,total_loss,node_loss,link_loss,cand_loss
1778467234.128096,0.169111,-9.932769,-1.317454,-4.876203,-3.739113
1778467242.7762182,0.185472,-6.549902,-0.931115,-3.142873,-2.475914
1778467251.62109,0.099114,0.511280,0.019303,0.697906,-0.205929
1778467259.479848,0.095272,-11.057827,-1.529476,-5.721686,-3.806664
1778467266.7058141,0.049345,-16.233507,-2.027308,-8.915422,-5.290777
1778467275.4838212,0.210288,-9.641039,-1.020804,-5.898064,-2.722171
1778467284.107902,0.107455,-7.053744,-1.348506,-2.106496,-3.598741
1778467293.328671,0.199224,-9.383470,-1.142133,-5.324646,-2.916692
1778467297.733,-0.018008,-13.534931,-1.689685,-7.173752,-4.671495
1778467304.432163,0.021146,-10.161970,-1.695376,-3.709500,-4.757094
1778467311.473004,0.044894,-6.099237,-0.718178,-3.579489,-1.801570
1778467318.336844,0.307734,-8.484745,-1.192231,-3.699678,-3.592836
1778467325.091789,0.030690,-10.550045,-1.451537,-5.201680,-3.896828
1778467333.609673,0.106643,-4.220328,-0.740909,-1.382083,-2.097337
1778467339.933017,0.119380,-14.183775,-1.591806,-8.283955,-4.308014
1778467347.687105,0.114280,-7.900849,-1.237747,-3.413736,-3.249366
1778467355.894411,0.119702,-13.723486,-1.852715,-6.947556,-4.923215
1778467363.2695968,0.122677,-10.078745,-1.343198,-5.168756,-3.566790
1778467369.525163,0.052879,-9.303520,-1.320082,-4.398156,-3.585282
1778467381.348384,0.267818,0.047779,0.050084,-0.277765,0.275459
1778467388.246274,0.034845,-3.538263,-0.690002,-0.934322,-1.913939
1778467393.8594182,0.196679,-11.718647,-1.444291,-6.229506,-4.044849
1778467401.683219,0.105731,-3.729131,-0.403458,-2.112668,-1.213006
1778467409.368005,0.156238,-5.841376,-0.833386,-2.681966,-2.326024
1778467418.441972,0.106771,-14.306248,-1.782768,-8.010180,-4.513300
1778467427.4077299,0.303343,-3.532128,-0.502795,-1.466540,-1.562793
1778467434.875067,0.177594,-0.844191,-0.278602,0.399395,-0.964984
1778467441.129555,0.304697,-5.976051,-0.828208,-2.672589,-2.475255
1778467447.75839,0.050037,-17.585184,-2.245527,-9.464810,-5.874848
1778467458.807132,0.316677,-10.415726,-1.463392,-4.714715,-4.237619
1778467465.982964,0.191240,1.348895,0.182778,1.015709,0.150409
1778467475.228229,0.029505,-4.112112,-0.600989,-1.874304,-1.636819
1778467485.758925,0.187703,-3.691294,-0.735762,-1.050020,-1.905513
1778467498.628139,0.272471,-9.938601,-1.401786,-4.415646,-4.121169
1778467509.640556,0.120404,-8.705944,-1.298317,-4.052568,-3.355059
1778467520.9946098,0.289425,-2.943198,-0.234150,-2.094964,-0.614084
1778467529.118467,0.111005,-12.476338,-1.342998,-7.411740,-3.721601
1778467537.644751,-0.012790,-14.207309,-1.888674,-7.427765,-4.890869
1778467543.891084,0.143619,-0.342975,-0.047838,-0.065370,-0.229767
1778467551.250049,0.293699,-6.293892,-0.882730,-2.761024,-2.650138
1778467559.938066,0.123217,-4.464758,-0.587115,-2.383158,-1.494485
1778467565.2581499,-0.035806,-18.674299,-2.829549,-8.178988,-7.665762
1778467573.293613,0.029432,-4.955185,-0.767355,-1.934938,-2.252891
