epoch,episode,batch,loss,policy_loss,value_loss,kl,entropy,avg_reward,advantage_mean,ratio_mean,ratio_clip_frac,succ_rate,elapsed_s
1,320,20,0.8494,-0.3680,0.3152,0.1412,4.3836,0.0464,-0.0000,1.0000,0.0000,0.3719,36.1
1,640,40,-0.8777,-3.7819,0.3004,0.1821,7.0151,0.0633,0.0000,1.0000,0.0000,0.3516,69.5
1,960,60,0.2699,0.9225,0.0806,0.2131,8.7794,-0.2090,-0.0000,1.0000,0.0000,0.3354,103.2
1,1280,80,-0.3821,1.7654,0.2251,0.1799,5.6038,-0.3171,-0.0000,1.0000,0.0000,0.3312,139.0
1,1600,100,-0.2571,0.3866,0.3524,0.1043,4.5591,-0.0458,0.0000,1.0000,0.0000,0.3406,174.2
1,1920,120,-0.1170,-0.2579,0.3170,0.0490,4.4938,0.3157,0.0000,1.0000,0.0000,0.3500,207.6
1,2240,140,-0.2396,0.8905,0.1259,0.0157,5.4547,-0.2339,0.0000,1.0000,0.0000,0.3504,238.4
1,2560,160,-0.0505,-2.0838,0.3261,0.1202,5.6948,-0.0197,-0.0000,1.0000,0.0000,0.3484,272.9
1,2880,180,0.0252,-0.4934,0.1078,0.2026,7.7361,-0.2233,-0.0000,1.0000,0.0000,0.3490,309.3
1,3200,200,0.1460,0.5160,0.2425,0.1258,6.6300,-0.2294,0.0000,1.0000,0.0000,0.3481,343.7
1,3520,220,-0.9399,-0.8826,0.1293,0.0626,5.3204,-0.1121,-0.0000,1.0000,0.0000,0.3523,378.9
1,3840,240,0.9046,1.8463,0.2069,0.0308,8.6213,-0.3289,0.0000,1.0000,0.0000,0.3492,412.2
1,4160,260,-0.3961,-2.1365,0.1311,0.0338,8.2159,-0.0249,0.0000,1.0000,0.0000,0.3478,446.8
1,4480,280,-0.9949,-0.0673,0.2481,0.1101,4.4829,0.1050,-0.0000,1.0000,0.0000,0.3498,482.2
1,4800,300,0.7125,0.2483,0.1375,0.0776,4.7952,-0.1315,-0.0000,1.0000,0.0000,0.3529,516.0
2,128,320,0.1741,0.8915,0.1097,0.0703,9.4935,-0.2507,-0.0000,1.0000,0.0000,0.3555,549.5
2,448,340,-0.0873,0.4674,0.1376,0.0462,7.1170,-0.0484,0.0000,1.0000,0.0000,0.3563,583.4
2,768,360,-0.2834,-0.3139,0.2302,0.0420,5.4646,-0.2287,0.0000,1.0000,0.0000,0.3537,616.2
2,1088,380,0.2363,1.8311,0.1896,0.0712,5.3029,-0.3837,0.0000,1.0000,0.0000,0.3530,650.0
2,1408,400,-0.9537,-1.2250,0.1456,0.1157,8.2336,-0.1851,-0.0000,1.0000,0.0000,0.3517,683.7
2,1728,420,-0.1544,2.8497,0.2332,0.0396,7.2735,0.0876,0.0000,1.0000,0.0000,0.3505,716.5
