timestamp,avg_reward,total_loss,node_loss,link_loss,cand_loss,critic_loss,value_mean,entropy,adv_std
1778646436.675383,0.290711,-0.270475,-0.038304,-0.071546,-0.141212,0.005768,0.310103,2.229660,0.074011
1778646513.621591,0.282536,-0.297876,-0.042077,-0.079004,-0.156834,0.005337,0.306392,2.262910,0.069597
1778646584.971019,0.279555,-0.241671,-0.033213,-0.062749,-0.126085,0.006129,0.300421,2.268827,0.076052
1778646643.262305,0.278486,-0.135508,-0.016798,-0.027816,-0.070672,0.003807,0.291710,2.212502,0.060746
1778646702.495984,0.278919,-0.153287,-0.021053,-0.041582,-0.070932,0.004877,0.285570,2.215953,0.070066
1778646759.683567,0.284557,-0.048719,-0.005163,-0.023024,-0.001102,0.006080,0.278543,2.246952,0.078358
1778646818.892969,0.277396,-0.122895,-0.016754,-0.044826,-0.040707,0.003630,0.275745,2.242296,0.060700
1778646884.137381,0.275390,-0.058000,-0.006095,-0.018487,-0.012476,0.003375,0.273797,2.262976,0.058532
1778646962.843105,0.277276,-0.031792,-0.003742,-0.013595,0.005943,0.004473,0.266837,2.263424,0.066583
1778647040.063326,0.289756,0.037348,0.006379,-0.001366,0.052044,0.005967,0.268452,2.269260,0.074834
1778647114.8123431,0.291058,0.016646,0.003145,-0.013126,0.046012,0.006888,0.266761,2.283068,0.079987
1778647172.3711329,0.281816,0.066381,0.010436,0.008877,0.065230,0.008485,0.261009,2.240460,0.090445
1778647228.525805,0.274003,-0.012082,0.000236,-0.016408,0.024310,0.004110,0.260518,2.227594,0.063173
1778647293.0964968,0.265073,-0.036566,-0.002767,-0.006813,-0.005854,0.003048,0.263865,2.265566,0.055633
1778647355.456094,0.295021,0.072710,0.009809,0.000017,0.081440,0.008218,0.261204,2.266429,0.084772
1778647418.482975,0.293893,0.104643,0.016295,0.008580,0.099406,0.006198,0.259432,2.273659,0.071348
1778647473.337446,0.278507,-0.001598,0.000860,-0.012417,0.030131,0.004496,0.262905,2.241997,0.065727
1778647531.886613,0.270379,0.010873,0.004983,0.003717,0.023525,0.002264,0.265149,2.248364,0.047666
1778647587.7374358,0.280582,0.001280,0.001513,-0.002058,0.022170,0.003598,0.269524,2.214418,0.059423
1778647651.690279,0.274691,0.021423,0.006853,0.002274,0.033846,0.002362,0.267200,2.273174,0.048399
1778647713.212451,0.273475,-0.078876,-0.010073,-0.025709,-0.023791,0.005928,0.270192,2.226694,0.077533
1778647771.8887548,0.287353,-0.054292,-0.008099,-0.028123,0.001448,0.006104,0.273806,2.256894,0.077550
1778647826.21121,0.286251,-0.003549,0.001952,-0.016753,0.030888,0.005410,0.274102,2.234020,0.073117
1778647884.100393,0.274385,-0.101739,-0.012391,-0.030705,-0.037457,0.002484,0.277049,2.242780,0.050162
1778647935.23887,0.293956,-0.065368,-0.009095,-0.031447,-0.006686,0.008537,0.283216,2.240793,0.092495
1778647990.313188,0.296569,-0.031751,-0.004189,-0.026107,0.014898,0.012007,0.280084,2.235577,0.109186
1778648063.872415,0.270916,-0.140998,-0.017406,-0.032881,-0.068916,0.002503,0.285447,2.304628,0.048247
1778648111.424938,0.275652,-0.110929,-0.012246,-0.023250,-0.055608,0.004536,0.289366,2.209302,0.066460
1778648171.531569,0.275087,-0.102002,-0.012222,-0.021454,-0.046885,0.002203,0.283919,2.254277,0.046462
1778648231.130661,0.281175,-0.127823,-0.016408,-0.035377,-0.055796,0.004440,0.287739,2.246237,0.066831
1778648285.556915,0.288994,-0.091879,-0.012595,-0.032280,-0.027264,0.005159,0.283888,2.231920,0.072214
1778648337.006342,0.271440,-0.187228,-0.024217,-0.048708,-0.093824,0.003674,0.287650,2.231614,0.058869
1778648383.770411,0.283980,-0.025960,-0.000347,-0.004888,-0.000864,0.004466,0.283898,2.209434,0.067360
1778648437.574186,0.269174,-0.152011,-0.018355,-0.036756,-0.076233,0.003646,0.285112,2.248935,0.058702
1778648496.082102,0.275834,-0.145594,-0.018761,-0.035221,-0.070939,0.003696,0.286085,2.252020,0.060401
1778648554.918551,0.272129,-0.171860,-0.022789,-0.043122,-0.084628,0.002964,0.286007,2.280303,0.053063
1778648608.161078,0.281438,-0.141571,-0.020196,-0.044012,-0.058587,0.007552,0.282198,2.255142,0.087587
1778648660.151752,0.278278,-0.061603,-0.006216,-0.014315,-0.019677,0.002416,0.280852,2.260256,0.049474
1778648708.991761,0.273703,-0.127656,-0.016390,-0.034873,-0.055683,0.002814,0.279935,2.211683,0.053096
1778648763.111316,0.283175,-0.066697,-0.006929,-0.025116,-0.014665,0.005410,0.280580,2.269187,0.074085
1778648806.9683998,0.279857,-0.072807,-0.008842,-0.022497,-0.022281,0.005901,0.278307,2.213738,0.077410
1778648856.7529988,0.285847,0.028088,0.006594,-0.002165,0.042703,0.006300,0.274526,2.219452,0.079185
1778648907.995939,0.266779,-0.125290,-0.014740,-0.031026,-0.058221,0.002492,0.278583,2.254921,0.048889
1778648959.788759,0.281589,-0.061043,-0.006669,-0.025476,-0.008188,0.003537,0.276724,2.247806,0.059738
1778649011.743464,0.273827,-0.104223,-0.012552,-0.039928,-0.031214,0.004465,0.274089,2.276136,0.067352
1778649061.595663,0.278816,0.005845,0.003856,0.000314,0.022144,0.004265,0.271697,2.260151,0.065432
1778649110.923114,0.278041,-0.033417,-0.001933,-0.015511,0.004203,0.004522,0.273815,2.243647,0.067645
1778649170.248966,0.282281,-0.078428,-0.010251,-0.027427,-0.020360,0.004924,0.277054,2.285239,0.070531
1778649225.8115,0.268828,-0.074025,-0.007388,-0.021646,-0.023502,0.002454,0.271376,2.271545,0.049862
1778649274.486398,0.266161,-0.101029,-0.012175,-0.025078,-0.043013,0.003324,0.272140,2.242379,0.057794
1778649334.5740101,0.271025,-0.083793,-0.009461,-0.026528,-0.026421,0.002741,0.272228,2.275298,0.052750
1778649386.645368,0.288944,0.033108,0.006593,0.000632,0.045643,0.005446,0.273286,2.248285,0.072685
1778649393.230159,0.292680,0.195503,0.033296,0.053215,0.130378,0.001723,0.270768,2.224767,0.037685
