epoch,n_episodes,n_success,succ_rate,mean_loss,mean_policy_loss,mean_value_loss,mean_kl,mean_entropy,mean_reward,mean_advantage,mean_ratio,mean_clip_frac,elapsed_s
1,5000,1146,0.2292,0.1034,-0.0647,0.4661,0.3051,9.5489,-0.5386,-0.0000,1.0000,0.0000,2011.4
2,5000,1151,0.2302,0.0590,-0.0844,0.4290,0.2649,9.7666,-0.5387,-0.0000,1.0000,0.0000,16646.8
3,5000,1149,0.2298,-0.0179,-0.1902,0.4478,0.3949,9.1135,-0.5397,0.0000,1.0000,0.0000,2101.5
4,5000,1178,0.2356,0.0059,-0.1590,0.4517,0.2861,8.9540,-0.5263,-0.0000,1.0000,0.0000,2209.7
5,5000,1131,0.2262,0.2973,0.1339,0.4466,0.3161,9.1479,-0.5470,0.0000,1.0000,0.0000,2632.4
6,5000,1159,0.2318,-0.0285,-0.2024,0.4558,0.3788,9.1879,-0.5354,-0.0000,1.0000,0.0000,5420.9
7,5000,1142,0.2284,0.2425,0.0631,0.4624,0.3319,8.5002,-0.5427,0.0000,1.0000,0.0000,3328.1
8,5000,1119,0.2238,0.0903,-0.0891,0.4617,0.3221,8.3642,-0.5517,-0.0000,1.0000,0.0000,1958.2
9,5000,1151,0.2302,0.0691,-0.1045,0.4730,0.2929,9.2187,-0.5385,-0.0000,1.0000,0.0000,1922.7
10,5000,1156,0.2312,0.1886,0.0237,0.4505,0.3200,9.2393,-0.5367,-0.0000,1.0000,0.0000,4015.7
11,5000,1158,0.2316,0.2044,0.0419,0.4560,0.3066,9.6197,-0.5357,-0.0000,1.0000,0.0000,2601.6
12,5000,1154,0.2308,0.0670,-0.1031,0.4598,0.2978,8.9639,-0.5373,-0.0000,1.0000,0.0000,3065.4
13,5000,1158,0.2316,0.2781,0.1039,0.4538,0.4338,9.6073,-0.5356,-0.0000,1.0000,0.0000,3457.8
14,5000,1164,0.2328,-0.0116,-0.1641,0.4307,0.3404,9.6933,-0.5334,-0.0000,1.0000,0.0000,2640.6
15,5000,1124,0.2248,-0.0889,-0.2528,0.4623,0.2590,9.3160,-0.5496,0.0000,1.0000,0.0000,5060.5
16,5000,1189,0.2378,0.0861,-0.1050,0.4753,0.4058,8.7176,-0.5237,0.0000,1.0000,0.0000,1703.8
17,5000,1188,0.2376,0.1042,-0.0807,0.4696,0.4116,9.1095,-0.5224,-0.0000,1.0000,0.0000,2275.4
18,5000,1201,0.2402,0.1487,-0.0259,0.4674,0.2955,8.8638,-0.5168,0.0000,1.0000,0.0000,2168.8
19,5000,1195,0.2390,-0.0688,-0.2488,0.4665,0.3339,8.6617,-0.5214,0.0000,1.0000,0.0000,2389.6
20,5000,1158,0.2316,0.0732,-0.0895,0.4580,0.2541,9.1814,-0.5364,-0.0000,1.0000,0.0000,3366.2
