epoch,episode,batch,loss,policy_loss,kl,entropy,avg_reward,succ_rate,elapsed_s
8,4416,2460,-0.8887,2.3649,0.1538,7.9231,-0.2669,0.3433,3402.1
8,4736,2480,0.1065,-0.0469,0.2874,5.0848,-0.0200,0.3431,3431.9
9,64,2500,0.1268,-0.0111,0.4727,7.7473,-0.1108,0.3435,3463.1
9,384,2520,0.1173,-0.5590,0.6924,4.9100,0.0244,0.3435,3494.5
9,704,2540,-0.0969,0.2450,0.2299,6.3565,-0.2203,0.3434,3526.0
9,1024,2560,-0.8155,0.2563,0.2899,7.5618,-0.0837,0.3436,3559.3
9,1344,2580,0.2917,0.0202,0.1549,4.8112,-0.0328,0.3434,3590.8
9,1664,2600,-0.6944,-0.6347,0.3590,5.3326,-0.1516,0.3434,3621.8
9,1984,2620,0.4660,0.8216,0.2958,4.9583,-0.1832,0.3437,3651.2
9,2304,2640,0.0199,0.4688,0.3431,8.0058,-0.1304,0.3433,3677.0
9,2624,2660,0.2050,1.7596,0.5255,7.6453,-0.2386,0.3433,3705.5
9,2944,2680,0.0422,-1.5519,0.1029,7.3789,-0.1182,0.3430,3732.3
9,3264,2700,-0.2409,-0.0614,0.1536,4.9099,-0.3293,0.3431,3760.7
9,3584,2720,0.2667,-1.3908,0.0924,5.7776,-0.1913,0.3433,3789.8
9,3904,2740,0.0717,-1.4933,0.1657,5.4916,0.0017,0.3435,3817.0
9,4224,2760,-0.2818,-1.5244,0.1935,8.1967,-0.1658,0.3434,3845.2
9,4544,2780,-0.2610,-0.5083,0.1220,6.2968,0.0320,0.3437,3874.1
9,4864,2800,-0.3053,-0.2158,0.1202,7.0737,-0.2661,0.3438,3901.8
10,192,2820,-0.3232,-1.6777,0.2546,6.1724,0.2176,0.3441,3929.3
10,512,2840,0.0417,0.6061,0.2394,7.2998,-0.2786,0.3441,3956.9
10,832,2860,-0.1712,-0.1497,0.2913,6.0207,0.1198,0.3441,3985.9
10,1152,2880,-0.3938,-0.1781,0.2829,5.1482,0.0849,0.3439,4015.4
10,1472,2900,-0.1515,2.2932,0.2697,6.8031,-0.2068,0.3437,4042.0
10,1792,2920,0.0262,1.1670,0.3028,8.9492,-0.4129,0.3436,4069.5
10,2112,2940,-0.3928,-3.1872,0.2487,7.4081,-0.1058,0.3432,4093.2
10,2432,2960,-0.3894,-2.3518,0.2063,9.6707,-0.2132,0.3433,4120.8
10,2752,2980,0.1984,-0.0330,0.3016,7.4696,-0.2355,0.3435,4148.0
10,3072,3000,0.3004,-0.3106,0.1459,9.3782,-0.0428,0.3431,4175.9
10,3392,3020,-0.5548,0.7620,0.1559,7.3358,-0.1577,0.3433,4205.4
10,3712,3040,0.3603,-0.3825,0.1973,7.7471,-0.2338,0.3434,4233.1
10,4032,3060,-0.0529,-0.1485,0.1864,7.0906,-0.1164,0.3434,4261.2
10,4352,3080,-0.2560,-0.5792,0.2076,4.3756,-0.0060,0.3434,4289.1
10,4672,3100,0.4290,0.3817,0.1203,7.4955,-0.1083,0.3433,4316.4
10,4992,3120,-0.1874,-0.2797,0.1175,5.2211,-0.1989,0.3434,4343.2
11,320,3140,-0.2497,0.7825,0.1194,4.5615,-0.0713,0.3434,4371.6
11,640,3160,-0.2505,-2.3439,0.1159,6.1888,0.0662,0.3436,4400.6
11,960,3180,0.1759,1.2828,0.1812,8.0637,-0.1745,0.3434,4427.2
11,1280,3200,-0.2107,2.2013,0.3546,6.4949,-0.4890,0.3432,4454.8
11,1600,3220,-0.5795,-1.1607,0.2644,5.5471,-0.0704,0.3432,4484.1
11,1920,3240,-0.1716,0.3444,0.3470,5.2161,0.0530,0.3433,4515.7
11,2240,3260,-0.4209,-0.6325,0.2942,5.6783,-0.1116,0.3433,4547.6
11,2560,3280,0.3669,0.0025,0.1914,4.6640,-0.2338,0.3431,4582.3
11,2880,3300,-0.1115,-0.9802,0.5610,7.9412,-0.1271,0.3431,4616.4
11,3200,3320,-0.1335,-0.2458,0.7261,6.1383,-0.1783,0.3431,4647.7
11,3520,3340,-0.1662,0.9957,0.3386,5.9902,-0.2265,0.3430,4680.1
11,3840,3360,-0.1308,-0.4577,0.1344,7.2081,-0.2311,0.3429,4712.2
11,4160,3380,0.2170,1.3546,0.3926,7.3343,-0.2413,0.3431,4745.7
11,4480,3400,-0.0710,0.1892,0.3082,3.7762,-0.1343,0.3431,4778.3
11,4800,3420,-0.9421,0.7667,0.3936,5.1707,-0.2156,0.3433,4809.6
12,128,3440,0.0104,-2.8979,0.0794,8.5517,-0.0229,0.3436,4842.8
12,448,3460,0.4889,1.7116,0.1012,6.1283,-0.0790,0.3438,4877.0
12,768,3480,-0.6345,-1.4851,0.1772,5.6242,-0.1263,0.3437,4908.2
12,1088,3500,-0.4234,-1.0093,0.0977,5.8830,-0.1423,0.3439,4940.1
12,1408,3520,0.4068,1.0068,0.1390,6.2395,-0.2575,0.3439,4970.6
12,1728,3540,0.3848,-0.1816,0.1295,5.4825,-0.2344,0.3437,5003.5
12,2048,3560,-0.2005,-0.2182,0.3464,5.4787,-0.3399,0.3436,5032.8
12,2368,3580,0.1415,0.1159,0.2020,4.6853,-0.1518,0.3436,5064.2
12,2688,3600,-0.1407,-1.4028,0.2401,5.2172,0.0630,0.3434,5105.4
12,3008,3620,-0.6705,-0.8708,0.3247,5.4105,-0.0714,0.3432,5148.3
12,3328,3640,-0.0079,0.0436,0.4387,5.8927,-0.1167,0.3433,5183.3
12,3648,3660,-0.8193,-1.4772,0.3474,5.7612,-0.0182,0.3435,5219.4
12,3968,3680,0.2487,0.7428,0.2426,6.8788,-0.2180,0.3436,5258.3
12,4288,3700,-0.1032,-1.7275,0.1298,7.7346,0.0078,0.3436,5290.1
12,4608,3720,-0.3860,-0.2405,0.1953,4.7747,-0.0687,0.3438,5323.8
12,4928,3740,0.3139,0.0035,0.2336,6.6125,-0.1659,0.3439,5355.6
13,256,3760,-0.1369,-1.8519,0.3330,8.0899,-0.2348,0.3440,5388.9
13,576,3780,0.2983,0.1080,0.4066,8.1482,-0.1607,0.3439,5418.6
13,896,3800,-0.1989,-2.0604,0.2795,7.6167,-0.0483,0.3437,5447.7
13,1216,3820,-0.6317,-2.7534,0.2873,7.7629,-0.1660,0.3437,5482.0
13,1536,3840,0.0859,-0.3392,0.1878,7.2685,-0.1235,0.3438,5517.0
13,1856,3860,0.4251,-1.0927,0.1754,6.6478,-0.2169,0.3437,5556.1
13,2176,3880,-0.4637,-3.2050,0.1748,5.9276,0.2033,0.3438,5585.6
13,2496,3900,-0.2085,-0.9649,0.1650,6.0117,0.1852,0.3439,5616.1
13,2816,3920,0.0695,-0.5456,0.1248,5.8242,-0.2425,0.3438,5646.4
13,3136,3940,-0.2684,-0.1604,0.1519,8.7921,-0.1454,0.3438,5675.8
13,3456,3960,-0.4072,0.6780,0.1538,6.6881,-0.0161,0.3438,5705.5
13,3776,3980,0.2943,0.5171,0.1757,8.4427,-0.3075,0.3438,5731.4
13,4096,4000,-0.1978,0.0081,0.1658,7.2468,-0.1028,0.3436,5756.8
13,4416,4020,-0.3807,-0.8271,0.1117,6.1754,-0.1503,0.3436,5783.7
13,4736,4040,-0.4437,-0.3317,0.2193,4.7862,-0.0964,0.3438,5809.5
14,64,4060,0.2461,0.2578,0.5932,7.7908,-0.0751,0.3441,5835.5
14,384,4080,-0.0891,0.3331,0.2662,4.6543,-0.0911,0.3441,5862.4
14,704,4100,-0.5088,-0.0704,0.1522,7.6305,-0.2911,0.3439,5887.3
14,1024,4120,-0.6044,-1.9646,0.3426,7.9930,-0.1662,0.3440,5912.4
14,1344,4140,-0.0510,0.0389,0.0940,4.3525,0.0482,0.3442,5937.8
14,1664,4160,0.0396,-0.2693,0.1875,4.5666,-0.2024,0.3442,5963.5
14,1984,4180,-0.3513,1.7119,0.1428,4.7142,-0.2430,0.3443,5986.9
14,2304,4200,0.0308,-1.0328,0.1637,8.4980,-0.0718,0.3441,6010.8
14,2624,4220,-0.4818,-0.5269,0.1721,7.9067,-0.1860,0.3442,6036.9
14,2944,4240,0.3058,-1.8835,0.1964,8.1656,-0.2269,0.3441,6061.9
14,3264,4260,-0.3261,-1.7820,0.1144,7.7116,-0.3888,0.3443,6088.2
14,3584,4280,0.1363,-0.4652,0.1185,6.6376,-0.2354,0.3442,6113.8
14,3904,4300,0.0173,-1.3673,0.1371,5.8285,0.0922,0.3443,6139.7
14,4224,4320,-0.4430,0.1285,0.6550,9.4188,-0.2028,0.3444,6164.7
14,4544,4340,-0.2481,-0.1140,0.6302,6.0664,0.2127,0.3446,6190.3
14,4864,4360,0.0109,1.9920,0.1509,6.1306,-0.3684,0.3447,6215.5
15,192,4380,-0.2118,0.4278,0.3229,5.2514,0.1015,0.3450,6244.1
15,512,4400,0.3329,-0.6204,0.2174,7.0751,-0.3662,0.3449,6270.8
15,832,4420,-0.3436,-0.2786,0.2591,6.0974,-0.0739,0.3446,6296.6
15,1152,4440,-0.7551,-2.3216,0.2591,4.6845,0.1030,0.3447,6322.6
15,1472,4460,-0.1636,1.0992,0.1887,6.5958,-0.2048,0.3446,6348.0
15,1792,4480,0.2440,0.2778,0.2956,7.4837,-0.2869,0.3444,6371.7
15,2112,4500,-0.2547,0.5376,0.2594,5.5476,-0.0583,0.3442,6394.9
15,2432,4520,0.1310,-0.4243,0.2782,7.6545,-0.3034,0.3441,6426.4
15,2752,4540,-0.2000,-0.8680,0.2924,6.0012,-0.2757,0.3441,6456.8
15,3072,4560,-0.2898,-3.3178,0.3641,7.1058,-0.0187,0.3440,6485.8
15,3392,4580,-0.1627,2.5948,0.1741,6.3241,-0.2935,0.3439,6515.7
15,3712,4600,-0.0522,-1.9028,0.4435,7.8389,-0.0412,0.3441,6546.4
15,4032,4620,-0.6167,-1.6781,0.4588,6.7655,-0.2379,0.3441,6576.8
15,4352,4640,-0.6541,0.5178,0.3220,5.1026,-0.0225,0.3440,6607.5
15,4672,4660,0.4530,1.5284,0.2596,8.8916,-0.3409,0.3441,6637.2
15,4992,4680,0.2054,-0.9262,0.2121,5.4756,-0.0007,0.3441,6661.6
16,320,4700,-0.8880,-0.7782,0.3789,6.3473,-0.0984,0.3442,6690.3
16,640,4720,0.6696,-2.4539,0.3344,7.1855,-0.0184,0.3441,6716.6
16,960,4740,-0.3129,-0.3173,0.4626,9.0263,-0.2072,0.3441,6744.2
16,1280,4760,0.4758,-1.6155,0.3203,5.8987,-0.1128,0.3439,6772.7
16,1600,4780,0.2335,-0.7752,0.0940,4.4843,-0.0997,0.3438,6803.6
16,1920,4800,-0.4877,-0.2678,0.2177,4.5800,0.0678,0.3438,6831.5
16,2240,4820,-0.5275,0.7272,0.1832,6.5631,-0.2246,0.3438,6857.7
16,2560,4840,0.1366,0.9998,0.1217,6.7859,-0.2122,0.3437,6884.9
16,2880,4860,-0.1300,2.5467,0.3125,8.4386,-0.3128,0.3437,6912.2
16,3200,4880,-0.0769,0.0631,0.2112,7.0430,-0.1057,0.3437,6939.1
16,3520,4900,-0.4112,-1.5758,0.4865,7.4901,-0.1666,0.3438,6965.3
16,3840,4920,0.2550,-0.2585,0.1293,8.3054,-0.4262,0.3439,6993.8
16,4160,4940,0.5747,0.4262,0.0963,8.4506,-0.1351,0.3439,7022.9
16,4480,4960,-0.6770,0.1691,0.1439,4.3191,0.1029,0.3440,7050.8
16,4800,4980,0.4719,-1.8041,0.2879,6.3347,0.0314,0.3441,7077.6
17,128,5000,-0.1120,-0.2609,0.2823,9.3613,-0.3105,0.3442,7104.6
17,448,5020,-0.4404,-1.9142,0.2839,7.6412,0.0287,0.3442,7130.9
17,768,5040,-0.1765,-1.5657,0.2279,6.0145,-0.0875,0.3441,7160.7
17,1088,5060,-0.4608,-0.5809,0.3388,7.0520,-0.0547,0.3440,7187.5
17,1408,5080,-0.0248,1.8487,0.8678,9.7753,-0.2826,0.3440,7215.6
17,1728,5100,0.1519,0.3666,0.3964,8.1784,-0.2242,0.3440,7242.6
17,2048,5120,0.3355,-0.8466,0.0999,7.4808,-0.1602,0.3439,7268.1
17,2368,5140,-0.3191,0.0756,0.1644,6.6020,-0.0248,0.3439,7294.0
17,2688,5160,-0.5458,-1.6764,0.1112,7.1956,-0.0388,0.3438,7320.1
17,3008,5180,0.2010,-1.3936,0.1292,6.2494,-0.0850,0.3436,7348.2
17,3328,5200,0.1179,-0.1037,0.0682,3.9496,-0.3218,0.3436,7375.9
17,3648,5220,-0.7031,1.0579,0.1144,5.4329,-0.1188,0.3437,7402.7
17,3968,5240,-0.2654,-0.4807,0.1561,7.3327,-0.1982,0.3437,7431.7
17,4288,5260,0.2529,-1.1819,0.0997,7.5521,0.0256,0.3436,7469.7
17,4608,5280,-0.4648,-2.0082,0.0677,5.5438,0.1841,0.3438,7503.3
17,4928,5300,0.3876,1.2842,0.1576,5.6112,-0.2720,0.3437,7532.2
18,256,5320,-0.4095,-0.2659,0.1112,7.9640,-0.0611,0.3439,7565.2
18,576,5340,-0.3367,-1.8207,0.1422,7.7426,-0.0018,0.3438,7591.7
18,896,5360,-0.0713,1.5539,0.1109,7.5630,-0.3040,0.3437,7627.9
18,1216,5380,-0.0964,0.8473,0.1041,7.1825,-0.3931,0.3436,7657.3
18,1536,5400,0.2791,-1.0641,0.2407,7.3432,0.0414,0.3435,7688.5
18,1856,5420,-0.3161,0.8111,0.1888,8.6630,-0.2383,0.3435,7719.0
18,2176,5440,-0.2501,-1.9521,0.1730,6.0662,0.1420,0.3435,7746.0
18,2496,5460,0.2874,0.4383,0.2329,7.8082,0.0369,0.3437,7776.1
18,2816,5480,0.2364,0.7409,0.0815,6.3596,-0.2640,0.3436,7815.3
18,3136,5500,-0.5134,-3.5058,0.0983,7.4969,0.0207,0.3437,7847.5
18,3456,5520,0.0349,-0.8210,0.4807,4.9371,0.0252,0.3438,7881.9
18,3776,5540,-0.2379,1.9544,0.3200,7.0904,-0.4623,0.3437,7919.1
18,4096,5560,0.2277,1.6261,0.3670,5.6510,-0.3618,0.3438,7953.6
18,4416,5580,-0.9000,-1.7548,0.1375,6.6567,-0.0253,0.3439,7985.3
18,4736,5600,0.0207,0.2804,0.1753,4.1329,-0.1403,0.3440,8013.1
19,64,5620,0.0903,3.7603,0.0831,8.6249,-0.4436,0.3443,8041.5
19,384,5640,-0.3547,0.9549,0.2364,5.4022,-0.2408,0.3443,8079.6
19,704,5660,0.1190,-0.0585,0.3280,6.3239,-0.1471,0.3443,8108.1
19,1024,5680,-0.2244,-1.1568,0.3132,8.0780,-0.1820,0.3442,8151.1
19,1344,5700,-0.1563,0.4808,0.3066,6.1231,-0.0757,0.3441,8188.4
19,1664,5720,-0.1867,0.3968,0.1047,4.9405,-0.3196,0.3440,8228.1
19,1984,5740,-0.0856,1.3298,0.1633,5.5134,-0.0533,0.3441,8254.5
19,2304,5760,0.3115,0.8454,0.1341,8.4646,-0.2233,0.3440,8279.4
19,2624,5780,-0.2365,-0.7213,0.1471,8.7431,-0.2147,0.3441,8307.1
19,2944,5800,0.0125,-2.8242,0.1839,8.1816,-0.1416,0.3440,8334.1
19,3264,5820,-0.2549,-0.4613,0.2185,7.2741,-0.2784,0.3441,8360.4
19,3584,5840,0.0338,-0.8244,0.2729,6.4615,-0.0521,0.3442,8390.8
19,3904,5860,-0.1071,1.0154,0.3619,6.4275,0.0509,0.3443,8426.7
19,4224,5880,0.0916,-2.3025,0.2028,8.3693,-0.2103,0.3442,8452.8
19,4544,5900,-0.3900,1.8255,0.3565,5.7991,0.0519,0.3444,8482.8
19,4864,5920,-0.2916,0.0584,0.2186,6.2076,-0.1942,0.3445,8510.6
20,192,5940,-0.1688,-1.8355,0.1838,6.7946,0.0239,0.3447,8535.7
20,512,5960,0.0881,1.5939,0.1666,9.2629,-0.4254,0.3445,8558.7
20,832,5980,-0.8956,-0.0585,0.2132,7.9898,-0.1363,0.3445,8581.9
20,1152,6000,-0.3236,-0.3369,0.1244,5.1611,0.3050,0.3445,8607.3
20,1472,6020,0.4936,0.1207,0.1423,6.6230,-0.0103,0.3445,8631.9
20,1792,6040,-0.3005,2.1685,0.1313,8.8990,-0.3071,0.3444,8657.4
20,2112,6060,-0.1474,-1.7068,0.2520,8.3569,-0.0269,0.3443,8679.7
20,2432,6080,-0.0785,-1.9876,0.2569,9.4666,-0.2932,0.3444,8704.6
20,2752,6100,0.1035,0.8150,0.2325,6.1774,-0.4240,0.3444,8731.1
20,3072,6120,-0.3261,-0.0593,0.2551,6.8771,-0.1024,0.3444,8757.8
20,3392,6140,0.2400,-0.8156,0.1214,4.9773,-0.0209,0.3444,8784.8
20,3712,6160,-0.4258,-0.6471,0.1433,6.5129,-0.1032,0.3445,8810.1
20,4032,6180,-0.0650,-1.1527,0.1559,5.4829,-0.1357,0.3444,8836.5
20,4352,6200,-0.2356,-0.5612,0.2038,3.7482,0.0557,0.3445,8862.3
20,4672,6220,0.0632,-0.1117,0.1812,7.1280,-0.0717,0.3446,8887.3
