timestamp,batch,avg_loss,expert_succ,matched_rate
1780020808.2258701,20,3.092927,0.3688,1.0000
1780021104.926789,40,2.940322,0.3281,1.0000
1780021447.732801,60,2.842385,0.3417,1.0000
1780021807.393663,80,2.786891,0.3391,1.0000
1780022180.278241,100,2.828800,0.3387,1.0000
1780022613.4531379,120,2.691086,0.3354,1.0000
1780023002.453295,140,2.633339,0.3371,1.0000
1780023375.762825,160,2.734946,0.3297,1.0000
1780023775.7752352,180,2.750859,0.3351,1.0000
1780025662.723068,200,2.638122,0.3353,1.0000
1780026029.323394,220,2.681564,0.3378,1.0000
1780026478.01399,240,2.740634,0.3409,1.0000
1780026904.3038652,260,2.827657,0.3404,1.0000
1780027242.2322502,280,2.827150,0.3393,1.0000
1780027620.7329369,300,2.694439,0.3379,1.0000
1780028003.5226219,320,2.627183,0.3383,1.0000
1780028420.286525,340,2.665056,0.3390,1.0000
1780028862.067552,360,2.538619,0.3403,1.0000
1780029304.928179,380,2.745313,0.3390,1.0000
1780029793.446135,400,2.560785,0.3403,1.0000
1780031852.021499,420,2.507982,0.3397,1.0000
1780032190.5784252,440,2.561537,0.3398,1.0000
1780032567.800978,460,2.715504,0.3402,1.0000
1780032963.46368,480,2.590848,0.3410,1.0000
1780033309.209332,500,2.746741,0.3402,1.0000
1780033582.834592,520,2.521814,0.3397,1.0000
1780033838.137533,540,2.736657,0.3394,1.0000
1780034091.316051,560,2.606537,0.3388,1.0000
1780034324.7233741,580,2.856970,0.3367,1.0000
1780034552.1636171,600,2.717691,0.3366,1.0000
1780034786.269106,620,2.786266,0.3356,1.0000
