epoch,episode,batch,loss,policy_loss,value_loss,kl,entropy,avg_reward,advantage_mean,ratio_mean,ratio_clip_frac,succ_rate,elapsed_s
1,320,20,-0.0664,-0.2655,0.3232,0.0607,7.1291,-0.2050,0.0000,1.0000,0.0000,0.2469,114.3
1,640,40,0.4495,0.9032,0.6419,0.1583,7.9193,-0.4894,-0.0000,1.0000,0.0000,0.2250,230.0
1,960,60,-0.2766,-1.9414,0.3103,0.1511,8.8638,-0.3732,-0.0000,1.0000,0.0000,0.2344,395.7
1,1280,80,0.6875,-0.9085,0.4306,0.5725,11.8043,-0.6447,0.0000,1.0000,0.0000,0.2242,538.6
1,1600,100,0.1653,2.6584,0.6055,0.4263,9.1160,-0.7482,-0.0000,1.0000,0.0000,0.2281,655.7
1,1920,120,-0.0450,-2.2424,0.4701,0.5745,9.3087,-0.4970,0.0000,1.0000,0.0000,0.2339,793.1
1,2240,140,-0.6233,0.7896,0.4257,0.5426,8.8522,-0.6334,-0.0000,1.0000,0.0000,0.2308,923.0
1,2560,160,0.3058,-3.0683,0.2806,0.3532,14.4850,-0.6267,0.0000,1.0000,0.0000,0.2301,1069.9
1,2880,180,-0.2301,1.7289,0.4214,0.4045,10.9323,-0.5289,-0.0000,1.0000,0.0000,0.2306,1197.4
1,3200,200,0.2482,1.4004,0.1185,0.3399,10.9718,-0.8718,0.0000,1.0000,0.0000,0.2291,1309.1
1,3520,220,1.0349,0.8995,0.6924,0.2520,4.9569,-0.7296,-0.0000,1.0000,0.0000,0.2293,1426.6
1,3840,240,-0.2461,1.6913,0.5342,0.2439,8.1241,-0.6748,0.0000,1.0000,0.0000,0.2305,1550.7
1,4160,260,0.0402,-1.0594,0.6917,0.2977,8.3377,-0.4814,-0.0000,1.0000,0.0000,0.2320,1676.2
1,4480,280,0.1288,-0.3527,0.8033,0.1197,4.9007,-0.4062,0.0000,1.0000,0.0000,0.2310,1804.6
1,4800,300,0.2006,-1.4958,0.2636,0.1649,8.3211,-0.6179,-0.0000,1.0000,0.0000,0.2294,1930.1
2,128,320,-0.4360,0.0274,0.2207,0.1063,8.7765,-0.7313,0.0000,1.0000,0.0000,0.2311,2071.3
2,448,340,-0.0015,1.2003,0.6656,0.3210,8.3141,-0.6094,-0.0000,1.0000,0.0000,0.2315,2195.4
2,768,360,-0.1325,-1.3285,0.3882,0.1254,10.2761,-0.3605,-0.0000,1.0000,0.0000,0.2309,2316.1
2,1088,380,0.3455,1.2142,0.4431,0.3962,6.9479,-0.7435,0.0000,1.0000,0.0000,0.2313,2435.9
2,1408,400,0.3686,0.4112,0.2574,0.3139,12.5353,-0.8897,-0.0000,1.0000,0.0000,0.2296,2557.3
2,1728,420,-1.1524,-1.4415,0.5156,0.6661,12.6929,-0.2614,0.0000,1.0000,0.0000,0.2299,4069.4
2,2048,440,0.1723,0.4444,0.3255,0.9087,9.1874,-0.5109,0.0000,1.0000,0.0000,0.2296,17656.9
2,2368,460,0.8418,1.2514,0.6369,0.1810,10.4804,-0.5244,-0.0000,1.0000,0.0000,0.2300,17749.9
2,2688,480,-0.1382,-3.5144,0.5630,0.2431,8.6316,-0.4778,-0.0000,1.0000,0.0000,0.2293,17846.2
2,3008,500,-0.1567,-1.2062,0.2039,0.1686,7.3100,-0.4861,-0.0000,1.0000,0.0000,0.2288,17948.0
