timestamp,avg_reward,total_loss,node_loss,link_loss,cand_loss
1778121923.177566,0.442773,-17.008942,-1.325938,-4.742721,-10.940282
1778121929.919329,0.385424,-25.532887,-2.091194,-6.002320,-17.439373
1778121936.6483672,0.401835,-15.901194,-1.272126,-4.663310,-9.965758
1778121942.6367931,0.431173,-14.050713,-1.163124,-2.927792,-9.959797
1778121949.013397,0.442974,-15.865758,-1.236865,-3.816963,-10.811930
1778121955.8166761,0.418475,-19.434097,-1.504132,-5.885279,-12.044687
1778121961.344627,0.426501,-14.162320,-1.085420,-4.944907,-8.131993
1778121966.383521,0.442152,-9.034457,-0.774011,-1.625576,-6.634871
1778121971.59174,0.450611,-18.435589,-1.502465,-4.991010,-11.942113
1778121975.57093,0.462152,-13.503585,-1.078513,-2.722121,-9.702950
1778121980.798561,0.450732,-13.275558,-1.001536,-3.322981,-8.951040
1778121988.677173,0.413846,-31.356659,-2.579107,-8.116346,-20.661205
1778121998.165746,0.386964,-7.865715,-0.633954,-2.374358,-4.857403
1778122003.87802,0.448643,-17.753853,-1.394909,-4.729961,-11.628983
1778122012.638389,0.381173,9.409321,0.782772,2.065042,6.561507
1778122017.0898309,0.441142,-13.960927,-1.149719,-3.084390,-9.726819
1778122022.69565,0.412905,-4.452457,-0.370397,-2.159072,-1.922988
1778122031.0187259,0.392989,-2.902933,-0.292445,-1.096410,-1.514078
1778122038.326574,0.415603,-25.008242,-1.927400,-6.267151,-16.813690
1778122042.288049,0.424859,-17.295383,-1.319422,-3.844721,-12.131242
1778122050.3428092,0.411472,-17.383289,-1.392899,-5.302833,-10.687557
1778122057.040834,0.428843,-10.290419,-0.786779,-2.045871,-7.457768
1778122066.150298,0.406427,-2.988051,-0.100174,-2.403126,-0.484751
1778122074.0474539,0.432342,-33.386181,-2.650264,-9.534878,-21.201038
1778122080.291709,0.432286,-19.779980,-1.530909,-4.986196,-13.262877
1778122088.116359,0.427990,-28.325035,-2.161759,-8.064169,-18.099106
1778122095.2008362,0.417700,-15.531395,-1.207559,-3.604868,-10.718968
1778122102.406594,0.405914,-20.180111,-1.506282,-5.775914,-12.897914
1778122109.439868,0.392544,-15.463704,-1.133127,-5.829762,-8.500814
1778122116.045068,0.449364,-9.643997,-0.755207,-2.413769,-6.475020
1778122123.640743,0.405424,-23.914967,-1.802487,-6.839794,-15.272686
1778122132.096403,0.429674,-13.143645,-1.003075,-5.213748,-6.926822
1778122138.612625,0.441171,-18.493513,-1.460731,-5.233497,-11.799285
1778122145.63518,0.416522,-25.256163,-2.051886,-5.653872,-17.550404
1778122151.3011441,0.399347,-6.907554,-0.547978,-2.164789,-4.194787
1778122157.7465658,0.483995,-25.135548,-1.951073,-4.973552,-18.210922
1778122166.386403,0.440812,-26.873308,-2.055794,-7.314716,-17.502798
1778122175.072523,0.401098,-10.770521,-0.835859,-2.805199,-7.129463
1778122182.007443,0.425522,-0.085373,0.060564,0.658377,-0.804314
1778122188.003393,0.427632,-27.670355,-2.158398,-7.521961,-17.989996
1778122192.294549,0.456531,-13.865294,-1.094327,-3.472978,-9.297990
1778122198.9270809,0.450642,-25.016378,-1.921074,-5.756466,-17.338839
1778122206.7121332,0.375947,-8.363913,-0.588495,-3.226053,-4.549365
1778122214.572085,0.439386,-23.664097,-1.853646,-6.502995,-15.307455
1778122222.7750468,0.407911,5.019608,0.575529,-0.271556,4.715635
1778122228.28212,0.416136,-15.363965,-1.190527,-4.409828,-9.763610
1778122236.911384,0.391826,-16.862354,-1.264752,-4.450676,-11.146925
1778122246.006871,0.416931,-16.231251,-1.327731,-5.241546,-9.661974
1778122253.479003,0.416378,-11.314075,-0.919623,-3.529687,-6.864765
1778122259.046658,0.414941,-7.273057,-0.601253,-2.436841,-4.234964
1778122265.105441,0.409271,-3.967833,-0.296247,-2.384675,-1.286911
1778122272.4759822,0.407779,-5.996424,-0.456801,-2.533363,-3.006260
1778122281.055756,0.414323,-11.513436,-0.912683,-2.737418,-7.863336
1778122288.6733272,0.400944,-6.043677,-0.521967,-1.585332,-3.936378
1778122296.047808,0.409027,-2.486690,-0.250667,0.149364,-2.385387
1778122302.556858,0.423817,-17.711946,-1.359576,-3.937707,-12.414663
1778122311.532564,0.418413,-5.881456,-0.474531,-2.995394,-2.411530
1778122317.2835798,0.448666,-26.644373,-2.127669,-5.772418,-18.744286
1778122322.996408,0.460505,-15.145128,-1.169875,-2.559300,-11.415954
1778122330.698168,0.421571,-18.315157,-1.508681,-5.296915,-11.509562
1778122336.576074,0.459663,-27.268585,-2.249922,-6.144652,-18.874010
1778122343.396037,0.410538,-12.691406,-0.987125,-3.308653,-8.395627
1778122345.9289489,0.435221,-14.740936,-1.186903,-1.946108,-11.607926
