timestamp,batch,avg_loss,expert_succ,matched_rate
1779341688.925493,20,381.138409,0.4844,1.0000
1779341710.583717,40,559.175600,0.4672,1.0000
1779341729.81736,60,439.951889,0.4594,1.0000
1779341749.423724,80,371.197417,0.4539,1.0000
1779341767.558912,100,664.881465,0.4525,1.0000
1779341787.077715,120,482.074507,0.4531,1.0000
1779341806.1154509,140,299.794682,0.4504,1.0000
1779341826.398245,160,481.872223,0.4516,1.0000
1779341844.180644,180,438.768780,0.4528,1.0000
1779341862.332176,200,402.261014,0.4509,1.0000
1779341883.031955,220,402.612490,0.4543,1.0000
1779341908.151211,240,366.454415,0.4565,1.0000
1779341931.851341,260,317.212257,0.4587,1.0000
1779341952.517955,280,547.382851,0.4587,1.0000
1779341971.92051,300,523.232797,0.4575,1.0000
1779342002.780659,320,235.588681,0.4609,1.0000
1779342025.678012,340,366.053061,0.4608,1.0000
1779342043.6406898,360,443.925145,0.4592,1.0000
1779342062.122318,380,320.550346,0.4579,1.0000
1779342102.360884,400,149.098558,0.4598,1.0000
1779342128.711736,420,272.554065,0.4594,1.0000
1779342152.860492,440,231.201527,0.4588,1.0000
1779342177.5408168,460,392.424307,0.4576,1.0000
1779342200.1767302,480,125.244018,0.4572,1.0000
1779342224.252318,500,119.353602,0.4569,1.0000
1779342247.374502,520,76.860789,0.4569,1.0000
1779342270.668279,540,79.246377,0.4586,1.0000
1779342293.320527,560,53.818264,0.4586,1.0000
1779342314.2621598,580,15.808340,0.4564,1.0000
1779342336.396197,600,8.335681,0.4568,1.0000
1779342356.596566,620,6.380608,0.4562,1.0000
