timestamp,batch,avg_loss,expert_succ,matched_rate
1779297424.213351,20,3.130538,0.3844,1.0000
1779297442.8102999,40,3.063930,0.3672,1.0000
1779297459.24159,60,2.905887,0.3604,1.0000
1779297477.1690109,80,2.923166,0.3555,1.0000
1779297493.223211,100,2.918351,0.3550,1.0000
1779297512.4138272,120,2.796189,0.3563,1.0000
1779297530.7231848,140,2.804102,0.3563,1.0000
1779297550.69416,160,2.784938,0.3570,1.0000
1779297568.47562,180,2.759902,0.3615,1.0000
1779297585.185649,200,2.802054,0.3591,1.0000
1779297603.570057,220,2.757647,0.3616,1.0000
1779297623.073685,240,2.804628,0.3617,1.0000
1779297642.4156191,260,2.855299,0.3642,1.0000
1779297657.781124,280,2.864480,0.3629,1.0000
1779297675.783015,300,2.745216,0.3621,1.0000
1779297697.720767,320,2.758252,0.3645,1.0000
1779297714.270763,340,2.724430,0.3631,1.0000
1779297730.6990678,360,2.641485,0.3616,1.0000
1779297745.3982668,380,2.775387,0.3590,1.0000
1779297766.5289679,400,2.554926,0.3609,1.0000
1779297785.328001,420,2.589688,0.3615,1.0000
1779297801.184449,440,2.602976,0.3615,1.0000
1779297818.167713,460,2.546747,0.3609,1.0000
1779297835.3727272,480,2.663775,0.3600,1.0000
1779297854.5951731,500,2.671554,0.3599,1.0000
1779297873.2391958,520,2.700602,0.3602,1.0000
1779297891.665776,540,2.610388,0.3620,1.0000
1779297912.195287,560,2.621282,0.3631,1.0000
1779297927.009266,580,2.583064,0.3608,1.0000
1779297944.421092,600,2.727152,0.3610,1.0000
1779297960.449792,620,2.745141,0.3604,1.0000
