timestamp,batch,avg_loss,expert_succ,matched_rate
1779091650.678241,10,3.470153,0.4000,1.0000
1779091826.505663,20,3.555205,0.3688,1.0000
1779091943.5279412,30,3.472820,0.3521,1.0000
1779092025.359902,40,3.458620,0.3281,1.0000
1779092111.4057941,50,3.401048,0.3337,1.0000
1779092191.187037,60,3.336710,0.3417,1.0000
1779092264.1643388,70,3.422231,0.3339,1.0000
1779092349.514603,80,3.325289,0.3391,1.0000
1779092426.7669618,90,3.381823,0.3389,1.0000
1779092503.880227,100,3.366529,0.3387,1.0000
1779092596.010684,110,3.354190,0.3369,1.0000
1779092670.2281358,120,3.254121,0.3354,1.0000
1779092755.5551429,130,3.242824,0.3317,1.0000
1779092847.223466,140,3.317304,0.3371,1.0000
1779092927.6364741,150,3.417199,0.3333,1.0000
1779093005.017765,160,3.272455,0.3297,1.0000
1779093086.177981,170,3.231600,0.3327,1.0000
1779093203.84879,180,3.383529,0.3351,1.0000
1779093335.7519841,190,3.369035,0.3336,1.0000
1779093440.571661,200,3.227283,0.3353,1.0000
1779093553.290955,210,3.351147,0.3384,1.0000
1779093665.037287,220,3.373336,0.3378,1.0000
1779093773.3257139,230,3.267141,0.3408,1.0000
1779093887.8418062,240,3.316577,0.3409,1.0000
1779093996.396265,250,3.435341,0.3400,1.0000
1779094110.18067,260,3.307642,0.3404,1.0000
1779094221.4834912,270,3.348962,0.3405,1.0000
1779094311.8132842,280,3.422413,0.3393,1.0000
1779094435.265821,290,3.240063,0.3399,1.0000
1779094536.5280519,300,3.217216,0.3379,1.0000
1779094642.093966,310,3.209661,0.3389,1.0000
1779094721.94319,320,3.363991,0.3383,1.0000
1779094808.5898829,330,3.350305,0.3392,1.0000
1779094905.335973,340,3.170154,0.3390,1.0000
1779095005.830736,350,3.186783,0.3389,1.0000
1779095118.969667,360,3.229668,0.3403,1.0000
1779095225.490751,370,3.378359,0.3382,1.0000
1779095321.795584,380,3.322611,0.3390,1.0000
1779095410.426378,390,3.158996,0.3388,1.0000
1779095505.972717,400,3.295086,0.3403,1.0000
1779095594.21613,410,3.133366,0.3398,1.0000
1779095720.191603,420,3.236868,0.3397,1.0000
1779095815.009631,430,3.112386,0.3392,1.0000
1779095930.756026,440,3.366883,0.3398,1.0000
1779096024.4107351,450,3.227196,0.3408,1.0000
1779096157.5140932,460,3.292704,0.3402,1.0000
1779096272.7536871,470,3.251029,0.3412,1.0000
1779096446.539535,480,3.277867,0.3410,1.0000
1779096564.443639,490,3.312165,0.3395,1.0000
1779096663.079862,500,3.295874,0.3402,1.0000
1779096777.0381892,510,3.035888,0.3409,1.0000
1779096890.370875,520,3.339573,0.3397,1.0000
1779096999.186516,530,3.347048,0.3389,1.0000
1779097104.1063921,540,3.268881,0.3394,1.0000
1779097222.4029288,550,3.175308,0.3391,1.0000
1779097408.295586,560,3.264299,0.3388,1.0000
1779097609.3003352,570,3.307818,0.3380,1.0000
1779097712.1960871,580,3.414168,0.3367,1.0000
1779097809.016066,590,3.311913,0.3365,1.0000
1779097916.270916,600,3.353124,0.3366,1.0000
1779098022.713873,610,3.284170,0.3360,1.0000
1779098119.902356,620,3.384651,0.3356,1.0000
