timestamp,batch,avg_loss,expert_succ,matched_rate
1779302876.635455,20,3.260608,0.3844,1.0000
1779302895.681757,40,3.115820,0.3672,1.0000
1779302913.013237,60,2.971137,0.3604,1.0000
1779302931.3419142,80,2.934111,0.3555,1.0000
1779302947.871698,100,2.983924,0.3550,1.0000
1779302967.145781,120,2.868251,0.3563,1.0000
1779302985.898313,140,2.816627,0.3563,1.0000
1779303006.138844,160,2.773412,0.3570,1.0000
1779303024.376402,180,2.801165,0.3615,1.0000
1779303041.418915,200,2.822133,0.3591,1.0000
1779303060.2026281,220,2.780622,0.3616,1.0000
1779303080.072766,240,2.797654,0.3617,1.0000
1779303100.0093849,260,2.823994,0.3642,1.0000
1779303115.7501929,280,2.867282,0.3629,1.0000
1779303134.279568,300,2.790261,0.3621,1.0000
1779303156.570782,320,2.821610,0.3645,1.0000
1779303173.482008,340,2.791897,0.3631,1.0000
1779303190.3685892,360,2.592879,0.3616,1.0000
1779303205.263776,380,2.781910,0.3590,1.0000
1779303226.878459,400,2.550112,0.3609,1.0000
1779303246.0679,420,2.588786,0.3615,1.0000
1779303262.345173,440,2.603871,0.3615,1.0000
1779303279.743773,460,2.530750,0.3609,1.0000
1779303297.334601,480,2.669710,0.3600,1.0000
1779303316.902705,500,2.676424,0.3599,1.0000
1779303335.921039,520,2.728420,0.3602,1.0000
1779303354.7743108,540,2.588901,0.3620,1.0000
1779303375.604363,560,2.608053,0.3631,1.0000
1779303390.797333,580,2.603388,0.3608,1.0000
1779303408.701182,600,2.692262,0.3610,1.0000
1779303425.057479,620,2.746424,0.3604,1.0000
