epoch,n_episodes,n_success,succ_rate,mean_loss,mean_policy_loss,mean_value_loss,mean_kl,mean_entropy,mean_reward,mean_advantage,mean_ratio,mean_clip_frac,elapsed_s
1,5000,1179,0.2358,-0.0152,-0.0299,0.1695,0.3314,10.3103,-0.2625,0.0000,1.0000,0.0000,2173.5
2,5000,1156,0.2312,-0.0251,-0.0532,0.1702,0.4430,10.1336,-0.2667,-0.0000,1.0000,0.0000,1952.3
3,5000,1199,0.2398,-0.2261,-0.2419,0.1755,0.2222,9.4122,-0.2578,-0.0000,1.0000,0.0000,1936.8
4,5000,1165,0.2330,0.2526,0.2392,0.1712,0.2982,10.2014,-0.2634,-0.0000,1.0000,0.0000,1915.4
5,5000,1162,0.2324,0.0530,0.0084,0.1730,0.5360,9.5507,-0.2579,0.0000,1.0000,0.0000,1976.3
6,5000,1136,0.2272,0.1827,0.1562,0.1697,0.4172,10.0062,-0.2710,0.0000,1.0000,0.0000,1932.8
7,5000,1153,0.2306,-0.0357,-0.0575,0.1676,0.4097,10.2918,-0.2661,0.0000,1.0000,0.0000,1990.1
8,5000,1166,0.2332,0.0665,0.0612,0.1676,0.2228,10.0766,-0.2648,-0.0000,1.0000,0.0000,2115.0
9,5000,1136,0.2272,0.0679,0.0416,0.1682,0.4499,10.2780,-0.2711,-0.0000,1.0000,0.0000,2093.3
10,5000,1157,0.2314,-0.0424,-0.0604,0.1702,0.2831,9.5338,-0.2669,0.0000,1.0000,0.0000,2207.3
11,5000,1178,0.2356,-0.1195,-0.1360,0.1664,0.3061,9.7276,-0.2617,-0.0000,1.0000,0.0000,2201.8
12,5000,1161,0.2322,0.1497,0.1275,0.1717,0.3441,9.8062,-0.2649,-0.0000,1.0000,0.0000,2311.9
13,5000,1152,0.2304,0.0665,0.0488,0.1791,0.2465,9.6502,-0.2667,0.0000,1.0000,0.0000,2414.9
14,5000,1199,0.2398,-0.1175,-0.1569,0.1795,0.4171,9.2108,-0.2504,0.0000,1.0000,0.0000,2366.5
15,5000,1174,0.2348,0.0848,0.0781,0.1675,0.2153,9.8670,-0.2639,0.0000,1.0000,0.0000,2241.4
16,5000,1146,0.2292,0.0331,0.0214,0.1639,0.2634,9.6556,-0.2689,0.0000,1.0000,0.0000,4586.0
17,5000,1157,0.2314,0.0106,-0.0039,0.1696,0.2556,9.5907,-0.2669,0.0000,1.0000,0.0000,1635.2
18,5000,1128,0.2256,0.0170,0.0048,0.1657,0.2770,9.8333,-0.2727,-0.0000,1.0000,0.0000,1689.5
19,5000,1112,0.2224,0.1790,0.1529,0.1743,0.3082,9.1916,-0.2760,0.0000,1.0000,0.0000,1942.4
20,5000,1187,0.2374,0.0493,0.0281,0.1668,0.3876,10.1019,-0.2605,-0.0000,1.0000,0.0000,1851.4
