epoch,episode,batch,loss,policy_loss,value_loss,kl,entropy,avg_reward,advantage_mean,ratio_mean,ratio_clip_frac,succ_rate,elapsed_s
1,320,20,-0.4653,0.1410,0.2801,0.2064,8.1094,-0.0394,-0.0000,1.0000,0.0000,0.2812,116.9
1,640,40,0.3775,-1.1550,0.2434,0.0743,8.7594,-0.2156,0.0000,1.0000,0.0000,0.2375,227.9
1,960,60,-0.7002,-2.7458,0.1303,0.0836,11.4413,-0.2071,0.0000,1.0000,0.0000,0.2313,384.2
1,1280,80,0.3863,-0.5702,0.0854,0.0689,11.4228,-0.3306,0.0000,1.0000,0.0000,0.2281,526.3
1,1600,100,-0.8877,0.2877,0.3219,0.1761,8.5540,-0.1668,0.0000,1.0000,0.0000,0.2338,638.3
1,1920,120,0.6329,-0.1752,0.3334,0.1068,7.7151,-0.1933,-0.0000,1.0000,0.0000,0.2365,768.8
1,2240,140,-0.9260,-2.6132,0.1608,0.0870,9.8694,-0.1722,0.0000,1.0000,0.0000,0.2330,880.6
1,2560,160,-0.3111,-2.5131,0.0677,0.0567,14.7355,-0.2979,0.0000,1.0000,0.0000,0.2313,1012.1
1,2880,180,-0.1305,-3.7813,0.1458,0.3067,11.2395,-0.1409,0.0000,1.0000,0.0000,0.2326,1153.7
1,3200,200,-0.6476,4.9056,0.0327,0.4142,12.8722,-0.4228,-0.0000,1.0000,0.0000,0.2344,1260.5
1,3520,220,0.4227,-1.0035,0.1563,0.4206,7.2120,-0.1416,0.0000,1.0000,0.0000,0.2375,1382.1
1,3840,240,-0.0092,-1.4531,0.0759,0.5376,11.9330,-0.2593,0.0000,1.0000,0.0000,0.2372,1499.2
1,4160,260,0.2916,1.1553,0.1854,0.3988,9.5071,-0.2783,-0.0000,1.0000,0.0000,0.2353,1610.6
1,4480,280,0.3429,0.6646,0.2644,0.2011,7.2726,-0.1639,0.0000,1.0000,0.0000,0.2371,1726.5
1,4800,300,1.4609,0.5494,0.1186,0.1966,11.4305,-0.3644,0.0000,1.0000,0.0000,0.2346,1845.2
2,128,320,-1.5899,-1.6466,0.2087,0.1108,10.9725,-0.1910,-0.0000,1.0000,0.0000,0.2371,1977.5
2,448,340,-0.0383,2.1716,0.2635,0.2004,8.9142,-0.3048,-0.0000,1.0000,0.0000,0.2373,2104.3
2,768,360,0.5097,-0.4061,0.0735,0.1211,12.1823,-0.2678,0.0000,1.0000,0.0000,0.2370,2221.9
