epoch,n_episodes,n_success,succ_rate,mean_loss,mean_policy_loss,mean_value_loss,mean_kl,mean_entropy,mean_reward,mean_advantage,mean_ratio,mean_clip_frac,elapsed_s
1,5000,1715,0.3430,0.0216,-0.1928,0.5046,0.0965,4.7560,-0.3115,0.0000,1.0000,0.0000,379.2
2,5000,1729,0.3458,0.0512,-0.1682,0.4997,0.1624,4.6651,-0.3061,0.0000,1.0000,0.0000,378.1
3,5000,1691,0.3382,0.0532,-0.1644,0.4917,0.2066,4.8973,-0.3215,0.0000,1.0000,0.0000,370.4
4,5000,1747,0.3494,0.0830,-0.1466,0.5113,0.2073,4.6759,-0.2988,0.0000,1.0000,0.0000,396.8
5,5000,1736,0.3472,0.0538,-0.1719,0.5074,0.1767,4.5693,-0.3034,0.0000,1.0000,0.0000,393.6
6,5000,1769,0.3538,0.1256,-0.1106,0.5211,0.2292,4.7256,-0.2901,-0.0000,1.0000,0.0000,390.1
7,5000,1730,0.3460,0.0936,-0.1440,0.5065,0.3256,4.8201,-0.3074,0.0000,1.0000,0.0000,395.9
8,5000,1675,0.3350,0.1223,-0.1183,0.5217,0.2307,4.3264,-0.3275,-0.0000,1.0000,0.0000,395.7
9,5000,1676,0.3352,0.1836,-0.0476,0.5070,0.2905,5.1408,-0.3273,0.0000,1.0000,0.0000,390.2
10,5000,1739,0.3478,0.0165,-0.2127,0.5112,0.2100,4.7433,-0.3020,0.0000,1.0000,0.0000,391.0
11,5000,1738,0.3476,0.0876,-0.1557,0.5221,0.2603,4.3774,-0.3026,0.0000,1.0000,0.0000,389.7
12,5000,1757,0.3514,0.1221,-0.1022,0.5078,0.1596,4.5507,-0.2949,-0.0000,1.0000,0.0000,392.1
13,5000,1725,0.3450,0.0766,-0.1512,0.5028,0.3050,5.4094,-0.3095,-0.0000,1.0000,0.0000,398.9
14,5000,1734,0.3468,-0.0320,-0.2465,0.5005,0.1445,5.0168,-0.3037,0.0000,1.0000,0.0000,396.1
15,5000,1732,0.3464,0.0669,-0.1596,0.4990,0.2535,4.8332,-0.3048,0.0000,1.0000,0.0000,420.8
16,5000,1689,0.3378,0.0337,-0.1964,0.4962,0.3436,5.2418,-0.3219,-0.0000,1.0000,0.0000,389.1
17,5000,1714,0.3428,0.0752,-0.1550,0.5197,0.2116,5.0790,-0.3119,0.0000,1.0000,0.0000,391.8
18,5000,1798,0.3596,0.0825,-0.1597,0.5100,0.3043,4.3261,-0.2785,-0.0000,1.0000,0.0000,397.9
19,5000,1690,0.3380,0.0466,-0.1801,0.4984,0.2490,4.7379,-0.3234,-0.0000,1.0000,0.0000,392.5
20,5000,1747,0.3494,0.0565,-0.1613,0.4888,0.2287,4.9499,-0.2989,0.0000,1.0000,0.0000,390.6
21,5000,1733,0.3466,0.0585,-0.1823,0.5109,0.2733,4.1982,-0.3047,0.0000,1.0000,0.0000,504.3
22,5000,1708,0.3416,0.0872,-0.1402,0.5082,0.1741,4.4083,-0.3146,-0.0000,1.0000,0.0000,398.2
23,5000,1737,0.3474,0.0973,-0.1340,0.5206,0.1531,4.4287,-0.3027,-0.0000,1.0000,0.0000,390.5
24,5000,1758,0.3516,0.0490,-0.1783,0.5037,0.1821,4.2727,-0.2943,-0.0000,1.0000,0.0000,402.2
25,5000,1718,0.3436,0.0711,-0.1684,0.5110,0.2984,4.5774,-0.3103,0.0000,1.0000,0.0000,397.9
26,5000,1717,0.3434,0.0991,-0.1468,0.5051,0.3488,4.1467,-0.3107,-0.0000,1.0000,0.0000,402.1
27,5000,1711,0.3422,0.1026,-0.1376,0.4960,0.3368,4.1557,-0.3145,0.0000,1.0000,0.0000,390.5
28,5000,1755,0.3510,0.0792,-0.1609,0.5224,0.2520,4.6394,-0.2957,0.0000,1.0000,0.0000,396.8
29,5000,1716,0.3432,0.1378,-0.0951,0.5050,0.2824,4.7842,-0.3115,0.0000,1.0000,0.0000,400.1
30,5000,1708,0.3416,0.0279,-0.2092,0.5104,0.2741,4.5494,-0.3166,-0.0000,1.0000,0.0000,396.8
31,5000,1741,0.3482,0.0936,-0.1295,0.4860,0.2489,4.4749,-0.3012,-0.0000,1.0000,0.0000,402.9
32,5000,1708,0.3416,0.1149,-0.1125,0.5068,0.2148,4.7478,-0.3143,-0.0000,1.0000,0.0000,406.6
33,5000,1776,0.3552,0.0854,-0.1372,0.4933,0.2280,4.6898,-0.2872,0.0000,1.0000,0.0000,414.5
34,5000,1746,0.3492,0.1337,-0.0972,0.5010,0.2410,4.3686,-0.2993,0.0000,1.0000,0.0000,416.9
35,5000,1747,0.3494,0.0581,-0.1659,0.4939,0.2290,4.5810,-0.2988,0.0000,1.0000,0.0000,425.9
36,5000,1706,0.3412,0.0412,-0.1777,0.4925,0.2427,5.1577,-0.3152,0.0000,1.0000,0.0000,419.4
37,5000,1754,0.3508,0.0923,-0.1466,0.5164,0.2471,4.3998,-0.2958,-0.0000,1.0000,0.0000,425.3
38,5000,1686,0.3372,0.0712,-0.1577,0.4916,0.2755,4.4476,-0.3230,0.0000,1.0000,0.0000,419.1
39,5000,1812,0.3624,0.0471,-0.1821,0.5156,0.2416,5.2794,-0.2727,0.0000,1.0000,0.0000,430.3
40,5000,1703,0.3406,0.0256,-0.1969,0.5031,0.2706,5.6116,-0.3167,-0.0000,1.0000,0.0000,421.3
41,5000,1720,0.3440,0.0913,-0.1382,0.5086,0.2330,4.8083,-0.3096,0.0000,1.0000,0.0000,424.1
42,5000,1727,0.3454,0.1023,-0.1287,0.5114,0.2265,4.7388,-0.3068,0.0000,1.0000,0.0000,426.8
43,5000,1765,0.3530,0.1657,-0.0640,0.5077,0.1983,4.3919,-0.2933,-0.0000,1.0000,0.0000,427.8
44,5000,1747,0.3494,0.1165,-0.1171,0.4937,0.2634,3.9657,-0.2989,-0.0000,1.0000,0.0000,441.8
45,5000,1762,0.3524,0.1293,-0.0904,0.4892,0.1867,4.3575,-0.2927,-0.0000,1.0000,0.0000,430.0
46,5000,1721,0.3442,0.0863,-0.1360,0.4999,0.2039,4.8060,-0.3113,-0.0000,1.0000,0.0000,431.4
47,5000,1721,0.3442,0.0583,-0.1882,0.5351,0.2620,4.7272,-0.3094,0.0000,1.0000,0.0000,429.7
48,5000,1777,0.3554,0.1110,-0.1240,0.4929,0.3109,4.2607,-0.2869,-0.0000,1.0000,0.0000,454.3
49,5000,1769,0.3538,0.0633,-0.1654,0.4972,0.2725,4.7177,-0.2919,-0.0000,1.0000,0.0000,466.0
50,5000,1694,0.3388,0.1922,-0.0345,0.4910,0.2412,4.2971,-0.3198,-0.0000,1.0000,0.0000,463.7
