epoch,episode,batch,loss,policy_loss,kl,entropy,avg_reward,succ_rate,elapsed_s
1,320,20,0.3737,-0.2350,0.0620,5.0908,0.0455,0.3438,38.3
1,640,40,-0.3223,0.4441,0.0716,4.8343,-0.3607,0.3469,74.0
1,960,60,0.1880,0.1050,0.0994,6.2507,-0.6368,0.3375,107.5
1,1280,80,0.0325,1.4221,0.0900,5.5202,-0.4984,0.3273,146.0
1,1600,100,-0.1042,-0.5692,0.0521,4.0861,-0.3520,0.3344,179.6
1,1920,120,-0.0842,-1.0602,0.0598,4.2890,0.0398,0.3406,215.3
1,2240,140,0.1324,-0.0895,0.0551,5.1206,-0.2615,0.3366,248.0
1,2560,160,-0.1455,0.5004,0.0456,3.6028,-0.6310,0.3387,284.2
1,2880,180,0.1806,0.2134,0.0721,5.5732,-0.4833,0.3399,318.8
1,3200,200,0.0781,-0.4442,0.1995,4.5165,-0.6262,0.3369,352.5
1,3520,220,-0.3350,-0.6103,0.2050,4.4486,-0.1073,0.3395,386.8
1,3840,240,0.0181,-0.6989,0.2042,4.9899,-0.4919,0.3367,420.2
1,4160,260,0.0546,-0.8397,0.6911,5.0824,-0.3792,0.3346,454.2
1,4480,280,-0.0176,1.4545,1.0561,3.7023,-0.0310,0.3364,488.2
1,4800,300,0.4695,-0.3393,1.8096,3.8593,0.0356,0.3387,522.7
2,128,320,0.2159,-0.3672,0.8139,7.2309,-0.4775,0.3409,559.5
2,448,340,-0.0670,0.4418,0.0729,4.8127,-0.2465,0.3401,595.2
2,768,360,-0.1437,-0.0757,0.1774,4.9837,-0.4788,0.3379,628.6
2,1088,380,-0.1248,-1.4542,0.0754,5.1049,-0.5945,0.3384,665.6
2,1408,400,0.0370,0.3104,0.1252,5.1382,-0.4846,0.3383,705.2
2,1728,420,-0.0372,-0.7388,0.1853,5.1934,-0.0999,0.3374,741.8
2,2048,440,0.0351,2.3206,0.1703,4.8714,-0.8867,0.3374,777.6
2,2368,460,-0.1886,0.4492,0.1145,4.0111,-0.3630,0.3370,812.8
2,2688,480,0.0203,0.3357,0.1313,5.4664,-0.2759,0.3357,851.5
2,3008,500,0.2332,-0.0460,0.1746,4.5072,-0.0114,0.3345,890.7
2,3328,520,-0.3010,-0.1872,0.2106,3.8768,-0.3500,0.3359,928.5
2,3648,540,0.1132,0.0625,0.0761,4.3547,-0.4747,0.3367,965.2
2,3968,560,0.0750,-0.5468,0.0942,4.7275,-0.4909,0.3362,1000.1
2,4288,580,0.1724,0.2705,0.1115,4.0369,-0.4534,0.3357,1034.2
2,4608,600,0.1157,-0.5174,0.1421,3.8876,0.1448,0.3375,1071.8
2,4928,620,0.2113,0.5683,0.1830,4.7046,-0.6068,0.3371,1106.9
3,256,640,-0.1486,-1.6319,0.1726,4.5982,-0.0907,0.3373,1142.2
3,576,660,0.3672,0.1970,0.0431,4.4475,-0.2521,0.3374,1175.5
3,896,680,-0.2920,-0.7708,0.2469,4.2171,-0.1341,0.3367,1208.8
3,1216,700,0.1052,-0.6905,0.7746,5.6218,-0.3748,0.3364,1245.1
3,1536,720,-0.0538,-0.5519,0.1207,5.0716,-0.2588,0.3353,1279.6
3,1856,740,-0.2901,-0.5954,0.1203,6.9051,-0.3836,0.3350,1312.9
3,2176,760,0.2097,-0.5852,0.0952,4.2442,0.0231,0.3345,1348.1
3,2496,780,-0.4277,-2.8541,0.1571,6.4552,0.2037,0.3358,1386.6
3,2816,800,0.1446,-0.0235,0.1166,4.9601,-0.7494,0.3348,1420.7
3,3136,820,0.1431,0.1704,0.1129,6.6930,-0.5975,0.3349,1458.7
3,3456,840,-0.1681,-1.6422,0.1743,5.3117,0.3096,0.3356,1496.4
3,3776,860,-0.0820,-1.9335,0.5053,7.1241,-0.4025,0.3357,1532.1
3,4096,880,-0.0367,1.2990,0.3881,5.9048,-0.3641,0.3361,1568.6
3,4416,900,-0.1662,-0.6011,0.1847,5.3557,-0.3583,0.3365,1605.5
3,4736,920,0.4861,-0.1587,0.5052,5.5487,-0.2249,0.3370,1644.5
4,64,940,0.1484,0.5749,0.3199,7.0645,-0.4722,0.3374,1683.3
4,384,960,-0.3639,-0.5588,0.3151,5.4579,-0.1123,0.3378,1721.5
4,704,980,0.2275,1.3709,0.3144,6.7546,-0.6114,0.3371,1759.7
4,1024,1000,0.0447,-0.1010,0.2921,6.3271,-0.2178,0.3368,1797.9
4,1344,1020,-0.2761,-1.8743,0.3994,4.9300,0.1350,0.3360,1843.3
4,1664,1040,0.0955,-0.5662,0.4040,6.8784,-0.6116,0.3355,1898.9
4,1984,1060,0.0655,0.3726,0.3429,5.2847,-0.1180,0.3354,1935.5
4,2304,1080,0.0353,0.0941,0.0905,6.7131,-0.6240,0.3355,1972.3
4,2624,1100,0.4909,-0.3854,0.2807,5.8221,-0.2802,0.3358,2039.9
4,2944,1120,0.2385,-0.0430,0.1952,5.8895,-0.6095,0.3345,2099.2
4,3264,1140,0.0209,0.3903,0.2882,6.3225,-0.5451,0.3349,2145.7
4,3584,1160,-0.2269,-0.8864,0.1514,5.4782,-0.1382,0.3356,2183.7
4,3904,1180,0.0212,-0.1160,0.1364,3.6267,0.1085,0.3365,2221.8
4,4224,1200,0.2321,-0.5259,0.0848,4.7802,-0.4983,0.3362,2263.5
4,4544,1220,0.1403,-0.7481,0.1110,5.0401,0.1612,0.3366,2302.4
4,4864,1240,-0.0802,-0.6278,0.0555,4.5797,-0.2590,0.3364,2358.7
5,192,1260,0.0784,-1.3794,0.2764,5.1913,0.1688,0.3376,2420.6
5,512,1280,0.0793,-1.0542,0.1134,6.1290,-0.5170,0.3377,2460.1
5,832,1300,-0.0983,-0.6344,0.2505,5.6501,-0.2437,0.3377,2513.0
5,1152,1320,-0.1180,-0.4433,0.1896,4.5918,-0.0907,0.3373,2552.3
5,1472,1340,0.0137,-0.5474,0.1516,5.2678,-0.2586,0.3372,2589.2
5,1792,1360,0.1767,-0.5074,0.1274,5.6863,-0.2552,0.3373,2625.3
5,2112,1380,0.1231,-0.2002,0.1517,4.8616,0.0022,0.3376,2658.5
5,2432,1400,0.0379,-0.5360,0.0687,5.2652,-0.7424,0.3375,2691.0
5,2752,1420,-0.0771,-0.6373,0.1476,5.4858,-0.1342,0.3383,2731.2
5,3072,1440,0.0898,-0.5549,0.2558,6.7956,-0.4748,0.3382,2762.1
5,3392,1460,0.0619,-0.9243,0.1392,5.4181,-0.1298,0.3384,2794.6
5,3712,1480,0.0443,0.0487,0.2111,5.9913,-0.2385,0.3393,2826.4
5,4032,1500,0.4668,-0.2416,0.1601,5.1515,-0.6166,0.3389,2855.6
5,4352,1520,-0.3095,-0.7934,0.1579,3.6325,-0.2513,0.3393,2892.5
5,4672,1540,0.0635,-0.1287,0.2924,7.0283,-0.5001,0.3395,2921.5
5,4992,1560,0.1373,0.1344,0.1504,3.9732,-0.5978,0.3393,2946.6
6,320,1580,-0.1030,0.1005,0.2037,4.2062,-0.2780,0.3393,2975.7
6,640,1600,0.1573,-0.9555,0.1390,5.2691,-0.1026,0.3395,3005.7
6,960,1620,0.2028,0.5616,0.1888,6.7244,-0.4727,0.3389,3057.4
6,1280,1640,0.0677,0.4510,0.1682,6.3893,-0.3692,0.3391,3104.4
6,1600,1660,0.1534,0.5802,0.0858,5.0749,-0.3594,0.3390,3152.9
6,1920,1680,-0.2345,-0.0233,0.1134,4.5691,-0.0864,0.3390,3191.9
6,2240,1700,-0.2071,0.5409,0.1416,5.6207,-0.6044,0.3387,3246.5
6,2560,1720,0.1140,0.8928,0.1104,4.1002,-0.5044,0.3389,3295.1
6,2880,1740,0.1472,-0.0230,0.3663,6.8479,-0.6225,0.3385,3350.5
6,3200,1760,-0.2188,-0.3920,0.2994,6.3127,-0.2175,0.3389,3394.7
6,3520,1780,0.1251,-0.3619,0.1235,5.2963,0.0144,0.3389,3440.7
6,3840,1800,0.2654,-0.5387,0.0266,5.1193,-0.1655,0.3387,3481.9
6,4160,1820,0.4868,0.7409,0.1695,6.2183,-0.1345,0.3385,3529.0
6,4480,1840,-0.0759,-0.6705,0.2646,4.5175,0.1386,0.3383,3582.1
6,4800,1860,-0.0246,-0.0390,0.2041,4.6549,-0.3804,0.3382,3636.5
7,128,1880,0.1312,0.0398,0.3132,8.4524,-0.3913,0.3389,3684.0
7,448,1900,-0.3669,0.1443,0.4179,5.3540,-0.3014,0.3389,3734.7
7,768,1920,-0.0308,-0.6092,0.3356,4.1288,-0.3681,0.3384,3784.2
7,1088,1940,0.3208,0.6967,0.1733,4.5535,-0.2670,0.3381,3817.0
7,1408,1960,0.0210,0.2935,0.3030,7.7992,-0.1329,0.3380,3843.9
7,1728,1980,0.0518,0.1895,0.2090,6.4409,0.1260,0.3382,3869.9
7,2048,2000,0.4599,1.1398,0.1751,4.7669,-0.7558,0.3383,3897.1
7,2368,2020,-0.4898,0.4573,0.3192,6.0010,-0.3899,0.3380,3922.4
7,2688,2040,0.0408,-0.4890,0.3234,6.1063,-0.2261,0.3381,3948.0
7,3008,2060,0.0805,0.7107,0.3206,5.8523,-0.2614,0.3380,3974.3
7,3328,2080,-0.0359,0.5546,0.1335,4.0960,-0.2641,0.3385,4001.9
7,3648,2100,-0.1355,1.1556,0.1554,4.7054,-0.2709,0.3387,4028.7
7,3968,2120,0.0188,-0.1107,0.0681,5.4299,-0.6021,0.3390,4055.7
7,4288,2140,0.1963,-0.8725,0.0772,5.0382,-0.0950,0.3386,4082.7
7,4608,2160,-0.0117,0.4090,0.2859,4.9485,0.2588,0.3389,4110.8
7,4928,2180,-0.3332,0.3856,0.2033,5.4577,-0.5036,0.3392,4140.4
8,256,2200,0.0567,0.5976,0.2362,5.8179,0.0141,0.3394,4170.3
8,576,2220,0.0614,-1.7418,0.1016,5.4306,0.2231,0.3395,4200.4
8,896,2240,-0.0073,-0.4103,0.2129,5.0641,-0.2519,0.3394,4229.2
8,1216,2260,0.0386,0.1470,0.1372,5.4334,-0.6174,0.3398,4258.0
8,1536,2280,0.0601,0.5116,0.1771,6.0315,-0.1373,0.3400,4283.6
8,1856,2300,-0.1202,-1.5854,0.3234,7.9896,-0.4933,0.3398,4310.0
